country,name,full_name,symbol,tag,id,isin,asset_class,currency,stock_exchange,def_stock_exchange
canada,iShares ESG MSCI Canada Index,iShares ESG MSCI Canada Index,XESG,ishares-esg-msci-canada-index,1126183,CA46437H1082,equity,CAD,Toronto,True
canada,WisdomTree U.S. Quality Dividend Growth,WisdomTree U.S. Quality Dividend Growth,DGR,wisdomtree-us-quality-div-growth,1072333,CA97718P1119,equity,CAD,Toronto,True
canada,Horizons Inovestor Canadian Equity,Horizons Inovestor Canadian Equity Index ETF,INOC,horizons-inovestor-canadian-equity,1055115,CA44054E1025,equity,CAD,Toronto,True
canada,RBC 1 5 Year Laddered Canadian Bond,RBC 1-5 Year Laddered Canadian Bond,RLB,rbc-1-5-year-laddered-canadian-bond,976804,CA74933L1004,bond,CAD,Toronto,True
canada,BMO Ultra Short-Term US Bond,BMO Ultra Short-Term US Bond,ZUSu,bmo-ultra-short-term-us-bond,1123034,CA05586U1049,bond,USD,Toronto,True
canada,Horizons Intl Developed Markets Equity,Horizons Intl Developed Markets Equity,HXDM,horizons-intl-dev-markets,1052309,CA44053N1033,equity,CAD,Toronto,True
canada,iShares India,iShares India,XID,ishares-s-p-cnx-nifty-india-fund,48235,CA46429R1064,equity,CAD,Toronto,True
canada,Mackenzie Canadian All Corporate Bond,Mackenzie Canadian All Corporate Bond,QCB,mackenzie-canadian-all-corp-bond,1073119,CA55454A1021,bond,CAD,NEO,True
canada,First Asset MSCI US Low Risk CAD,First Asset MSCI USA Low Risk Weighted Common,RWUb,first-asset-msci-us-low-risk-cad,976678,CA1254972062,equity,CAD,Toronto,True
canada,PowerShares FTSE RAFI US Fundamental (CAD Hedged),PowerShares FTSE RAFI US Fundamental (CAD Hedged),PXUf,powershares-ftse-rafi-usamental,48283,CA46140T1003,equity,CAD,Toronto,True
canada,Mackenzie International Equity,Mackenzie International Equity,QDX,mackenzie-international-equity,1073114,CA55455T1003,equity,CAD,Toronto,True
canada,RBC Vision Women's Leadership MSCI Canada,RBC Vision Women's Leadership MSCI Canada,RLDR,rbc-vision-womensleadership-msci-ca,1072348,CA74935J1030,equity,CAD,NEO,True
canada,BMO Short Federal Bond,BMO Short Federal Bond,ZFS,bmo-short-federal-bond-index,48139,CA0969111024,bond,CAD,Toronto,True
canada,Desjardins Alt Long/Short Eq Market Neutral,Desjardins Alt Long/Short Eq Market Neutral,DANC,desjardins-alt-l-s-eq-mkt-neutral,1121225,CA25058P1027,other,CAD,Toronto,True
canada,iShares JP Morgan USD Emerging Markets Bond (CAD H,iShares JP Morgan USD Emerging Markets Bond (CAD Hedged),XEB,ishares-jpmorgan-emrg-mrkt-bond,39069,CA46432A1084,bond,CAD,Toronto,True
canada,iShares Edge MSCI Min Vol Emerging Markets Units,iShares Edge MSCI Minimum Volatility Emerging Markets Units,XMM,ishares-msci-emrg-mrkt-min-vol,48228,CA46433Y1051,equity,CAD,Toronto,True
canada,Evolve Global Healthcare Enhanced Yield Hedged,Evolve Global Healthcare Enhanced Yield Fund Hedged Units,LIFE,evolveglblhlthcrenhncdyldetfhdgd,1072050,CA30051T1012,equity,CAD,Toronto,True
canada,BMO Real Return Bond,BMO Real Return Bond,ZRR,bmo-real-return-bond-index,48136,CA05571V1094,bond,CAD,Toronto,True
canada,Sprott Physical Gold,Sprott Physical Gold,PHYSu,sprott-physical-gold-trust?cid=956437,956437,CA85207H1047,commodity,USD,Toronto,False
canada,Horizons Canadian High Dividend,Horizons Canadian High Dividend,HXH,horizons-canadian-high-dividend?cid=1030935,1030935,CA44053D1050,equity,CAD,Toronto,False
canada,First Asset 1 5 Year Laddered Gov,First Asset 1-5 Year Laddered Government Strip Bond Common,BXF,first-asset-1-5-year-laddered-gov,976637,CA12555C1077,bond,CAD,Toronto,True
canada,Mackenzie Canadian Aggregate Bond,Mackenzie Canadian Aggregate Bond,QBB,mackenzie-canadian-aggregate-bond,1073118,CA55452S1056,bond,CAD,Toronto,True
canada,Hamilton Capital U.S. Mid-Cap Financials,Hamilton Capital US Mid-Cap Financials USD,HFMUu,hamilton-capital-us-midcap-fin?cid=1052205,1052205,CA4078561038,equity,USD,Toronto,False
canada,iShares S&P/TSX Completion,iShares S&P/TSX Completion,XMD,ishares-tsx-completion,48199,CA46430H1055,equity,CAD,Toronto,True
canada,Mackenzie Canadian Equity,Mackenzie Canadian Equity,QCN,mackenzie-canadian-equity-index,1062014,CA55453U1093,equity,CAD,Toronto,True
canada,iShares US High Dividend Equity,iShares US High Dividend Equity,XHU,ishares-us-high-dividend-equity,976771,CA46434Y1043,equity,CAD,Toronto,True
canada,Purpose Duration Hedged Real Estate,Purpose Duration Hedged Real Estate,PHR,purpose-duration-hedged-real-estate,976786,CA74640L1040,equity,CAD,Toronto,True
canada,Invesco 1-5 Year Laddered All Government Bond,Invesco 1-5 Year Laddered All Government Bond Index ETF,PGB,invesco-1-5-y-laddered-all-gov-bd,1137503,CA46140V1058,bond,CAD,NEO,True
canada,RBC Target 2023 Corporate Bond,RBC Target 2023 Corporate Bond,RQK,rbc-target-2023-corporate-bond,997614,CA74934C1095,equity,CAD,NEO,True
canada,AGFiQ Enhanced Core International Equity,AGFiQ Enhanced Core International Equity,QIE,agfiq-enhanced-core-intl,1055064,CA00851M1014,equity,CAD,Toronto,True
canada,First Asset Morningstar Intl Momentum CAD Hedged C,First Asset Morningstar International Momentum CAD Hedged Common,ZXM,frst-ast-mrngstr-int-mom-cad-hdg-co,976658,CA12555J2011,equity,CAD,Toronto,True
canada,Dynamic iShares Active Investment Grade Floating R,Dynamic iShares Active Investment Grade Floating Rate ETF,DXV,dynamic-ishares-activeinvgrdfltngrt,1073151,CA26801N1050,bond,CAD,Toronto,True
canada,Mackenzie Global Leadership Impact,Mackenzie Global Leadership Impact,MWMN,mackenzie-global-leadership-impact,1073113,CA55455D1050,equity,CAD,NEO,True
canada,First Asset Morningstar Canada Dividend Target 30,First Asset Morningstar Canada Dividend Target 30 Common Class,DXM,firstasset-canada-div-target-30,48146,CA1255011068,equity,CAD,Toronto,True
canada,BMO Short-Term US Treasury Bond USD,BMO Short-Term US Treasury Bond,ZTLu,bmo-shortterm-us-treasury-bond,997568,CA05582Y2096,bond,USD,NEO,True
canada,Fidelity U.S. High Quality Index,Fidelity U.S. High Quality Index,FCUQ,fidelity-us-high-quality-index,1121249,CA31647C1077,equity,CAD,Toronto,True
canada,First Asset US Trendleaders,CI First Asset U.S. Trendleaders ETF,SID,first-asset-us-trendleaders,1031756,CA12558J1093,equity,CAD,Toronto,True
canada,RBC Quant EAFE Dividend Leaders USD,RBC Quant EAFE Dividend Leaders USD,RIDu,rbc-quant-eafe-dividend-leaders-usd,976810,CA74931R2081,equity,CAD,Toronto,True
canada,BMO Mid-Term US Treasury Bond,BMO Mid-Term US Treasury Bond Fund ETF USD,ZTMu,bmo-mid-term-us-treasury-bond-usd,1137495,CA05583N2023,bond,USD,NEO,True
canada,Hamilton Capital U.S. Mid-Cap Financials,Hamilton U.S. Mid-Cap Financials ETF,HFMU,hamilton-capital-us-midcap-fin,1086968,CA4078561038,equity,CAD,Toronto,True
canada,TD International Equity,TD International Equity,TPE,td-international-equity?cid=1030952,1030952,CA87809R1001,equity,CAD,Toronto,False
canada,NBI Canadian Family Business,NBI Canadian Family Business,NFAM,nbi-canadian-family-business,1122479,CA62878G1037,equity,CAD,Toronto,True
canada,iShares Core MSCI US Quality Dividend Index CADHed,iShares Core MSCI US Quality Dividend Index ETF (CAD-Hedged),XDUH,ishares-coremsciusqualdividx-adhdgd,1136252,CA46435T1049,equity,CAD,Toronto,True
canada,RBC Quant Canadian Dividend Leaders,RBC Quant Canadian Dividend Leaders,RCD,rbc-quant-canadian-dividend-leaders,976806,CA74930H1029,equity,CAD,Toronto,True
canada,RBC Quant EAFE Dividend Leaders,RBC Quant EAFE Dividend Leaders,RID,rbc-quant-eafe-dividend-leaders,976808,CA74931R1091,equity,CAD,Toronto,True
canada,First Trust AlphaDEX US Financial,First Trust AlphaDEX US Financial,FHF,first-trust-alphadex-us-financial,976694,CA33732J1049,equity,CAD,Toronto,True
canada,First Trust AlphaDEX EU Div Com,First Trust AlphaDEX European Dividend Common,EUR,first-trust-alphadex-eu-div-com,976689,CA33732H2072,equity,CAD,Toronto,True
canada,Evolve E-Gaming Index Unit (Hedged),Evolve E-Gaming Index Unit (Hedged),HERO,evolve-e-gaming-hedged,1140496,CA30052Y1097,equity,CAD,Toronto,True
canada,Horizons Industry 4.0,Horizons Industry 4.0 Index ETF,FOUR,horizons-industry-4-0,1104659,CA44054V1040,equity,CAD,Toronto,True
canada,BMO Equal Weight US Health Care,BMO Equal Weight US Health Care,ZHU,bmo-equal-weight-us-health-care-idx,1123037,CA05586K1066,equity,CAD,Toronto,True
canada,Franklin LibertyQT Emerging Markets,Franklin LibertyQT Emerging Markets Index ETF,FLEM,franklin-libertyqt-emrgngmrkts-indx,1062020,CA35376C1059,equity,CAD,Toronto,True
canada,BMO US Preferred Share,BMO US Preferred Share,ZUP,bmo-us-preferred-share,997569,CA05591C1077,equity,CAD,NEO,True
canada,RBC U.S. Banks Yield CAD Hedged,RBC U.S. Banks Yield CAD Hedged,RUBH,rbc-us-banks-yield-cad-hdgd,1080060,CA74935D1069,equity,CAD,Toronto,True
canada,First Asset MSCI US Low Risk Com,First Asset MSCI USA Low Risk Weighted CAD Hedged Common,RWU,first-asset-msci-us-low-risk-com,976677,CA1254971072,equity,CAD,Toronto,True
canada,PowerShares Global Shareholder,PowerShares Global Shareholder Yield,PSY,powershares-global-shareholder,956448,CA46139T1030,equity,CAD,Toronto,True
canada,PowerShares FTSE RAFI Global Fundam,PowerShares FTSE RAFI Global Fundamental,PXG,powershares-ftse-rafi-global-fundam,956444,CA46142L1058,equity,CAD,Toronto,True
canada,TD S&P/TSX Capped Composite,TD S&P/TSX Capped Composite,TTP,td-sp-tsx-capped-composite,997619,CA87240L1004,equity,CAD,NEO,True
canada,RBC Strategic Global Dividend Leade,RBC Strategic Global Dividend Leaders,RLD,rbc-strategic-global-dividend-leade,976823,CA74933P1018,equity,CAD,Toronto,True
canada,Mackenzie Portfolio Completion,Mackenzie Portfolio Completion,MPCF,mackenzie-portfolio-completion,1073111,CA55454D1069,other,CAD,Toronto,True
canada,Horizons Blockchain Technology & Hardware,Horizons Blockchain Technology & Hardware Index ETF,BKCH,horizons-blockchain-tech-hardware,1086965,CA44054N1024,equity,CAD,Toronto,True
canada,PowerShares FTSE RAFI Global Small,PowerShares FTSE RAFI Global Small-Mid Fundamental,PZW,powershares-ftse-rafi-global-small,976775,CA46140D1050,equity,CAD,Toronto,True
canada,PowerShares Fundamental High Yield Corporate Bond,PowerShares Fundamental High Yield Corporate Bond (CAD Hedged),PFHf,powershares-fund.-hi-yld-corp-bond,48284,CA46141M1041,bond,CAD,Toronto,True
canada,Horizons Balanced Tri ETF Portfolio,Horizons Balanced TRI ETF Portfolio,HBAL,horizons-balanced-tri-etf-portfolio,1090661,CA44053R1047,equity,CAD,Toronto,True
canada,First Asset Morningstar Intl Value Common,First Asset Morningstar International Value Common,VXMb,frst-ast-mrngstr-int-val-common,976662,CA12555N2023,equity,CAD,Toronto,True
canada,Invesco S&P 500 High Dividend Low Volatility Index,Invesco S&P 500 High Dividend Low Volatility Index ETF CAD Hedged,UHDf,invesco-sp-500-high-div-low-vol-nlb,1137496,CA46141J1012,equity,CAD,NEO,True
canada,TD International Equity,TD International Equity,TPE,td-international-equity,997617,CA87809R1001,equity,CAD,NEO,True
canada,Emerge Ark Ai and Big Data Unit,Emerge ARK AI & Big Data ETF,EAAIu,emerge-ark-ai-and-big-data-unit,1145839,CA29103F2008,equity,USD,NEO,True
canada,PowerShares S&P Global ex Canada High Dividend Low,PowerShares S&P Global ex Canada High Dividend Low Volatility Index Hedged,GHDf,powershares-s-p-global-ex-can,1011911,CA46142B1159,equity,CAD,NEO,True
canada,Invesco DWA Global Momentum Index Hedged,Invesco DWA Global Momentum Index ETF CAD Hedged,DWGf,invesco-dwa-global-momentum-idx-hdg,1137494,CA46140P2070,equity,CAD,NEO,True
canada,Emerge Ark Genomics and Biotech Units,Emerge ARK Genomics & Biotech ETF,EAGBu,emerge-ark-genomics-biotech-units,1145843,CA2910042084,equity,CAD,NEO,True
canada,Picton Mahoney Fortified Active Extension Alternat,Picton Mahoney Fortified Active Extension Alternative Fund ETF,PFAE,pictonmahoneyfrtfdactvextnsnaltrntv,1142256,CA72000M1005,equity,CAD,Toronto,True
canada,TD S&P 500,TD S&P 500,TPU,td-sp-500,997618,CA87809W1095,equity,CAD,NEO,True
canada,iShares Core Equity ETF Portfolio,iShares Core Equity ETF Portfolio,XEQT,ishares-core-equity-etf-portfolio,1152285,CA46436D1087,equity,CAD,Toronto,True
canada,Purpose U.S Preferred Share (Non-FX hedged),Purpose U.S. Preferred Share Fund ETF (Non-FX Hedged),RPUb,purpose-us-preferredshare-nonfx-hdg,1137497,CA74641R3080,equity,CAD,NEO,True
canada,Purpose Behavioural Opportunities,Purpose Behavioural Opportunities Fund - ETF,BHAV,purpose-behavioural-opportunities,1137502,CA74642A1066,equity,CAD,NEO,True
canada,Emerge ARK AI & Big Data,Emerge ARK AI & Big Data ETF,EAAI,emerge-ark-ai-big-data,1145838,CA29103F1018,equity,CAD,NEO,True
canada,Healthcare Leaders Income Units Class U,Healthcare Leaders Income Units Class U,HHLu,healthcare-lead-inc-class-u,997586,CA42227H2000,equity,USD,NEO,True
canada,Sphere FTSE Canada Sustainable Yield,Sphere FTSE Canada Sustainable Yield,SHC,sphere-ftse-canada-sust-yield,997615,CA84842N1050,equity,CAD,NEO,True
canada,QuantShares MultiAsset Allocation,QuantShares MultiAsset Allocation,QMA,quantshares-multiasset-allocation,997609,CA00111B1013,equity,CAD,NEO,True
canada,PowerShares DWA Global Momentum,PowerShares DWA Global Momentum,DWG,powershares-dwa-global-momentum,997603,CA46140P1080,equity,CAD,NEO,True
canada,Evolve Global Materials & Mining Enhanced Yield He,Evolve Global Materials & Mining Enhanced Yield Hedged,BASE,evolve-glo-mat-mining-enhncd-yd-hdg,1138376,CA30053C1068,equity,CAD,Toronto,True
canada,Purpose U.S Preferred Share,Purpose U.S. Preferred Share Fund ETF,RPU,purpose-us-preferred-share,1137498,CA74641R1001,equity,CAD,NEO,True
canada,PowerShares S&P Global ex Canada High Dividend Low,PowerShares S&P Global ex Canada High Dividend Low Volatility Ind,GHD,pwrshrs-sp-glblexcnd-hghdv-lwvl-ind,997605,CA46142B1076,equity,CAD,NEO,True
canada,QuantShares Enhanced Core US,QuantShares Enhanced Core US,QUS,quantshares-enhanced-core-us,997608,CA00850E1007,equity,CAD,NEO,True
canada,Emerge Ark Genomics and Biotech,Emerge ARK Genomics & Biotech ETF,EAGB,emerge-ark-genomics-and-biotech,1145842,CA2910041094,equity,CAD,NEO,True
canada,Redwood U.S. Preferred Share,Redwood U.S. Preferred Share,RPUu,redwood-us-preferred-share,1043097,CA7580771193,equity,USD,NEO,True
canada,First Trust Canadian Capital Strength A,First Trust Canadian Capital Strength Advisor,FSTa,firsttrust-canadian-capital-str-a,997583,CA3373312014,equity,CAD,NEO,True
canada,Invesco DWA Global Momentum USD,Invesco DWA Global Momentum Index ETF USD,DWGu,invesco-dwa-global-momentum-usd,1137493,CA46140P3060,equity,USD,NEO,True
canada,BMO US Put Write Hedged,BMO US Put Write Hedged,ZPH,bmo-us-put-write-hedged,997570,CA05583V1058,equity,CAD,NEO,True
canada,iShares Core Income Balanced ETF Portfolio,iShares Core Income Balanced ETF Portfolio,XINC,ishares-core-inc-balanced-etf-prtfl,1152286,CA46435Y1034,other,CAD,Toronto,True
canada,Brompton Flaherty & Crumrine Investment Grade Pref,Brompton Flaherty & Crumrine Investment Grade Preferred,BPRFu,brompton-flahertycrumrine-invgdpref,1152273,CA11221N2086,equity,USD,Toronto,True
canada,Brompton North American Financials Dividend,Brompton North American Financials Dividend,BFINu,brompton-north-american-fin-div,1152272,CA11221X2068,equity,USD,Toronto,True
canada,Emerge Ark Fintech Innovation Units,Emerge ARK Fintech Innovation ETF,EAFTu,emerge-ark-fintech-innovation-units,1145841,CA29104M2040,equity,USD,NEO,True
canada,Starlight Global Infrastructure Series,Starlight Global Infrastructure Fund ETF,SCGI,starlight-global-infrastructure-srs,1137508,CA85553Y1079,equity,CAD,NEO,True
canada,BMO Long-Term US Treasury Bond USD,BMO Long-Term US Treasury Bond,ZTSu,bmo-longterm-us-treasury-bond,997565,CA09660C2040,bond,USD,NEO,True
canada,SmartBe Global Value Momentum Trend,SmartBe Global Value Momentum Trend Index ETF Series L,SBEA,smartbe-global-value-momentum-trend,1137510,CA83191Q1072,equity,CAD,NEO,True
canada,Emerge ARK Autonomous Tech and Robotics Units,Emerge ARK Autonomous Tech & Robotics ETF,EAUTu,emerge-ark-auto-techrobotics-units,1145847,CA29103X2014,equity,USD,NEO,True
canada,FBC Distributed Ledger Technology Adopters,FBC Distributed Ledger Technology Adopters,FBCN,fbc-distributed-ledger-techadopters,1096586,CA30259F1018,equity,CAD,NEO,True
canada,Emerge ARK Fintech Innovation,Emerge ARK Fintech Innovation ETF,EAFT,emerge-ark-fintech-innovation,1145840,CA29104M1059,equity,CAD,NEO,True
canada,Emerge ARK Autonomous Tech and Robotics,Emerge ARK Autonomous Tech & Robotics ETF,EAUT,emerge-ark-autonomous-tech-robotics,1145846,CA29103X1024,equity,CAD,NEO,True
canada,Emerge Ark Global Disruptive Innovation Units,Emerge ARK Global Disruptive Innovation ETF,EARKu,emerge-ark-glbl-disrptv-innvtn-unit,1145845,CA2910062033,equity,USD,NEO,True
canada,Brand Leaders Plus Income Class U,Brand Leaders Plus Income Class U,HBFu,brand-leaders-plus-income-class-u,997571,CA10527K1167,equity,USD,NEO,True
canada,Hamilton Capital Global Financials Yield,Hamilton Capital Global Financials Yield,HFY,hamilton-capital-glbl-fin-yield,997585,CA40703P1009,equity,CAD,NEO,True
canada,Purpose Core Income Equity,Purpose Core Equity Income Fund ETF Series,RDE,purpose-core-income-equity,1137500,CA74642L1022,equity,CAD,NEO,True
canada,First Asset Cambridge Core US Equity Hedged,First Asset Cambridge Core US Equity Hedged,FCY,firstasset-cambridge-core-us-hdgd,997575,CA31867C1005,equity,CAD,NEO,True
canada,First Asset Cambridge Core US Equity Unhedged,First Asset Cambridge Core US Equity Unhedged,FCYb,firstasset-cambridge-core-us-unhdgd,997576,CA31867C1187,equity,CAD,NEO,True
canada,First Asset Core US Equity Hedged,First Asset Core US Equity Hedged,CESu,first-asset-core-us-equity-hedged,997578,CA31865E5048,equity,USD,NEO,True
canada,First Asset European Bank C,First Asset European Bank Common,FHB,first-asset-european-bank-c,997579,CA31864V1013,equity,CAD,NEO,True
canada,CI First Asset MSCI World ESG Impact,CI First Asset MSCI World ESG Impact,CESG,ci-first-asset-esg-impact,1153090,CA12554W1041,equity,CAD,NEO,True
canada,Emerge Ark Global Disruptive Innovation,Emerge ARK Global Disruptive Innovation ETF,EARK,emerge-ark-glbl-disrptv-innvtn,1145844,CA2910061043,equity,CAD,NEO,True
canada,First Asset US Buyback,First Asset US Buyback,FBU,first-asset-us-buyback,997580,CA31867A1049,equity,CAD,NEO,True
canada,First Asset US Equity Multi Factor,First Asset US Equity Multi Factor,FUM,first-asset-us-equity-multi-factor,997581,CA31866J1066,equity,CAD,NEO,True
canada,First Asset US Tactical Sector Allocation,First Asset US Tactical Sector Allocation,FUT,first-asset-us-tactical-sec-alloc,997582,CA31867N1069,equity,CAD,NEO,True
canada,iShares Core Conservative Balanced ETF Portfolio,iShares Core Conservative Balanced ETF Portfolio,XCNS,ishares-core-conservtvbalanced-prtf,1152284,CA46436G1019,other,CAD,Toronto,True
canada,First Trust Dorsey Wright US Sector Rotation Hedge,First Trust Dorsey Wright US Sector Rotation Hedged,FSR,firsttrust-dorseywrt-us-sectrothdgd,997584,CA33740G1000,equity,CAD,NEO,True
canada,QuantShares Enhanced Core EM,QuantShares Enhanced Core Emerging Markets,QEM,quantshares-enhanced-core-em,997607,CA00850F1071,equity,CAD,NEO,True
canada,RBC Quant Canadian Equity Leaders,RBC Quant Canadian Equity Leaders,RCE,rbc-quant-canadian-equity-leaders,976807,CA74933C1005,equity,CAD,Toronto,True
canada,Accelerate Enhanced Canadian Benchmark Alternative,Accelerate Enhanced Canadian Benchmark Alternative,ATSX,accelerate-enhanced-can-bnchmrk-alt,1131162,CA00436P1080,equity,CAD,Toronto,True
canada,iShares SP Global Industrials CAD,iShares S&P Global Industrials CAD Hedged,XGI,ishares-sp-global-industrials-cad,976764,CA46434Q1019,equity,CAD,Toronto,True
canada,First Trust AlphaDEX US Health Care,First Trust AlphaDEX US Health Care,FHH,first-trust-alphadex-us-health-care,976695,CA33718X1015,equity,CAD,Toronto,True
canada,First Trust Global Risk Advisor,First Trust Global Risk Managed Income Advisor,ETPa,first-trust-global-risk-advisor,976698,CA33739T2048,other,CAD,Toronto,True
canada,First Trust Global Risk Common,First Trust Global Risk Managed Income Common,ETP,first-trust-global-risk-common,976699,CA33739T1057,other,CAD,Toronto,True
canada,First Trust Shrt Dur High Yld Adv,First Trust Short Duration High Yield Bond CAD Hedged Advisor,FSDa,first-trust-shrt-dur-high-yld-adv,976701,CA33740L2084,bond,CAD,Toronto,True
canada,First Trust Shrt Dur High Yld Com,First Trust Short Duration High Yield Bond CAD Hedged Common,FSD,first-trust-shrt-dur-high-yld-com,976702,CA33740L1094,bond,CAD,Toronto,True
canada,Horizons Active US Dividend Class E,Horizons Active US Dividend ETF E,HAU,horizons-active-us-dividend-class-e,976715,CA44052M2058,equity,CAD,Toronto,True
canada,Horizons Active US Floating Rate Bond Common Class,Horizons Active US Floating Rate Bond Class E,HUF,horizons-us-floating-rate-bond?cid=976716,976716,CA44051R1148,bond,CAD,Toronto,False
canada,Horizons Managed Global Opportuniti,Horizons Managed Global Opportunities Class E,HGM,horizons-managed-global-opportuniti,976723,CA44052V1067,other,CAD,Toronto,True
canada,Horizons S&P 500,Horizons S&P 500,HXSu,horizons-s-p-500-index-cad-hedged?cid=976726,976726,CA44051U2083,equity,USD,Toronto,False
canada,Horizons SP TSX Capped Financials,Horizons S&P TSX Capped Financials,HXF,horizons-sp-tsx-capped-financials,976728,CA44045S1039,equity,CAD,Toronto,True
canada,iShares Conservative Short Term Str,iShares Conservative Short Term Strategic Fixed Income,XSC,ishares-conservative-short-term-str,976736,CA46435H1001,bond,CAD,Toronto,True
canada,iShares Edge MSCI Multi USA CAD Hdg,iShares Edge MSCI Multifactor USA CAD Hedged,XFA,ishares-edge-msci-multi-usa-cad-hdg,976748,CA46435N1078,equity,CAD,Toronto,True
canada,Lysander Slater Active,Lysander Slater Active,PR,lysander-slater-active,976772,CA5523741000,bond,CAD,Toronto,True
canada,First Trust AlphaDEX US Div Common,First Trust AlphaDEX US Dividend Common,FUD,first-trust-alphadex-us-div-common,976692,CA33740H1082,equity,CAD,Toronto,True
canada,PowerShares 1 3 Year Laddered Float,PowerShares 1-3 Year Laddered Floating Rate Note,PFL,powershares-1-3-year-laddered-float,976773,CA46140U1075,bond,CAD,Toronto,True
canada,PowerShares FTSE RAFI Canadian Smal,PowerShares FTSE RAFI Canadian Small Mid Fundamental,PZC,powershares-ftse-rafi-canadian-smal,976774,CA46140M1059,equity,CAD,Toronto,True
canada,PowerShares LadderRite US 0 5 Yr,PowerShares LadderRite US 0-5 Year Corporate Bond,USB,powershares-ladderrite-us-0-5-yr,976777,CA46090P1080,bond,CAD,Toronto,True
canada,PowerShares LadderRite US 0 5 Yr U,PowerShares LadderRite US 0-5 Year Corporate Bond USD,USBu,powershares-ladderrite-us-0-5-yr-u,976778,CA46090P2070,bond,CAD,Toronto,True
canada,Purpose Best Ideas,Purpose Best Ideas,PBI,purpose-best-ideas,976782,CA74640J1093,equity,CAD,Toronto,True
canada,Purpose Best Ideas Non Currency Hed,Purpose Best Ideas Non Currency Hedged,PBIb,purpose-best-ideas-non-currency-hed,976783,CA74640J2083,equity,CAD,Toronto,True
canada,Purpose Diversified Real Asset,Purpose Diversified Real Asset,PRA,purpose-diversified-real-asset,976785,CA74639Y4067,other,CAD,Toronto,True
canada,Purpose Enhanced US Equity,Purpose Enhanced US Equity,PEU,purpose-enhanced-us-equity,976787,CA74640G2045,equity,CAD,Toronto,True
canada,Purpose Monthly Income,Purpose Monthly Income,PIN,purpose-monthly-income,976789,CA74639Y3077,other,CAD,Toronto,True
canada,Purpose Tactical Hedged Equity,Purpose Tactical Hedged Equity,PHE,purpose-tactical-hedged-equity,976792,CA74639Y2087,equity,CAD,Toronto,True
canada,Purpose Tactical Hedged Equity Non,Purpose Tactical Hedged Equity Non-FX Hedged,PHEb,purpose-tactical-hedged-equity-non,976793,CA74640M1023,equity,CAD,Toronto,True
canada,Purpose Total Return Bond,Purpose Total Return Bond,PBD,purpose-total-return-bond,976795,CA74639Y5056,bond,CAD,Toronto,True
canada,First Trust AlphaDEX US Energy,First Trust AlphaDEX US Energy,FHE,first-trust-alphadex-us-energy,976693,CA33732G1000,equity,CAD,Toronto,True
canada,First Trust AlphaDEX US Consumer St,First Trust AlphaDEX US Consumer Staples,FHC,first-trust-alphadex-us-consumer-st,976691,CA33739W1086,equity,CAD,Toronto,True
canada,RBC Quant EAFE Dividend Leaders CAD,RBC Quant EAFE Dividend Leaders CAD Hedged,RIDH,rbc-quant-eafe-dividend-leaders-cad,976809,CA74932R1082,equity,CAD,Toronto,True
canada,First Asset Core Canadian Equity,First Asset Core Canadian Equity Income,CSY,first-asset-core-canadian-equity,962273,CA17163X2032,equity,CAD,Toronto,True
canada,Horizons Enhanced Income Financials Common Class,Horizons Enhanced Income Financials Common Class,HEF,horizons-enhanced-income-fin.,39036,CA44050A1049,equity,CAD,Toronto,True
canada,First Asset Can-Materials Covered Call Common Clas,First Asset Can-Materials Covered Call Common Class,MXF,firstasset-can-mat.-cov.call,39055,CA12554H1073,equity,CAD,Toronto,True
canada,RBC Target 2019 Corporate Bond,RBC Target 2019 Corporate Bond,RQG,rbc-target-2019-corp-bond-index,39063,CA74931G1037,bond,CAD,Toronto,True
canada,RBC Target 2020 Corporate Bond,RBC Target 2020 Corporate Bond,RQH,rbc-target-2020-corp-bond-index,39064,CA74931H1010,bond,CAD,Toronto,True
canada,Pure Multi-Family A,Pure Multi-Family REIT LP Class A,RUFu,pure-multi-family-reit---usd,39065,CA74624A1084,other,USD,Toronto,True
canada,Horizons S&P/TSX 60,Horizons S&P/TSX 60,HXTu,horizons-s-p-tsx-60-index?cid=48097,48097,CA44049A1241,equity,USD,Toronto,False
canada,Horizons S&P/TSX 60 Equal Weight,Horizons S&P/TSX 60 Equal Weight,HEW,horizons-tsx-60-equal-weight-index,48165,CA44050G1019,equity,CAD,Toronto,True
canada,Horizons Enhanced Income US Equity Common Class,Horizons Enhanced Income US Equity (USD) ETF Common,HEAu,horizons-enha.-income-us-eq---usd,48262,CA44049W1005,equity,USD,Toronto,True
canada,Horizons Active US Floating Rate Bond Common Class,Horizons Active US Floating Rate Bond (USD) ETF Common,HUFu,horizons-us-floating-rate-bond,48269,CA44051R1148,bond,USD,Toronto,True
canada,PowerShares Senior Loan (CAD Hedged),PowerShares Senior Loan (CAD Hedged),BKLf,powershares-senior-loan-index,48285,CA46138D1096,bond,CAD,Toronto,True
canada,Horizons CDN Insider,Horizons CDN Insider,HII,horizons-cdn-insider,956439,CA44052N1042,equity,CAD,Toronto,True
canada,iShares Edge MSCI Multifactor Canada,iShares Edge MSCI Multifactor Canada,XFC,ishares-factorselect-msci-canada,959576,CA46435M1095,equity,CAD,Toronto,True
canada,BMO Mid Term US IG Corp Bond USD,BMO Mid-Term US IG Corporate Bond USD,ZICu,bmo-mid-term-us-ig-corp-bond-usd,976620,CA05577M1115,bond,CAD,Toronto,True
