name,full_name,tag,id,base,base_name,second,second_name
CAD/TWD,CAD/TWD - Canadian Dollar Taiwan Dollar,cad-twd,1537,CAD,Canadian Dollar,TWD,Taiwan Dollar
CAD/USD,CAD/USD - Canadian Dollar US Dollar,cad-usd,1538,CAD,Canadian Dollar,USD,US Dollar
CAD/ZAR,CAD/ZAR - Canadian Dollar South African Rand,cad-zar,1539,CAD,Canadian Dollar,ZAR,South African Rand
CHF/CAD,CHF/CAD - Swiss Franc Canadian Dollar,chf-cad,1545,CHF,Swiss Franc,CAD,Canadian Dollar
IDR/CAD,IDR/CAD - Indonesian Rupiah Canadian Dollar,idr-cad,1841,IDR,Indonesian Rupiah,CAD,Canadian Dollar
JPY/CAD,JPY/CAD - Japanese Yen Canadian Dollar,jpy-cad,1891,JPY,Japanese Yen,CAD,Canadian Dollar
SGD/CAD,SGD/CAD - Singapore Dollar Canadian Dollar,sgd-cad,2028,SGD,Singapore Dollar,CAD,Canadian Dollar
CAD/CLP,CAD/CLP - Canadian Dollar Chilean Peso,cad-clp,9460,CAD,Canadian Dollar,CLP,Chilean Peso
CAD/CZK,CAD/CZK - Canadian Dollar Czech Koruna,cad-czk,9461,CAD,Canadian Dollar,CZK,Czech Koruna
CAD/EGP,CAD/EGP - Canadian Dollar Egyptian Pound,cad-egp,9463,CAD,Canadian Dollar,EGP,Egyptian Pound
CAD/HUF,CAD/HUF - Canadian Dollar Hungarian Forint,cad-huf,9464,CAD,Canadian Dollar,HUF,Hungarian Forint
CAD/ISK,CAD/ISK - Canadian Dollar Icelandic Kr,cad-isk,9465,CAD,Canadian Dollar,ISK,Icelandic Kr
CAD/JMD,CAD/JMD - Canadian Dollar Jamaican Dollar,cad-jmd,9466,CAD,Canadian Dollar,JMD,Jamaican Dollar
CAD/JOD,CAD/JOD - Canadian Dollar Jordan Dinar,cad-jod,9467,CAD,Canadian Dollar,JOD,Jordan Dinar
CAD/KES,CAD/KES - Canadian Dollar Kenyan Shilling,cad-kes,9468,CAD,Canadian Dollar,KES,Kenyan Shilling
CAD/LBP,CAD/LBP - Canadian Dollar Lebanese Pound,cad-lbp,9469,CAD,Canadian Dollar,LBP,Lebanese Pound
CAD/LKR,CAD/LKR - Canadian Dollar Sri Lankan Rupee,cad-lkr,9470,CAD,Canadian Dollar,LKR,Sri Lankan Rupee
CAD/MAD,CAD/MAD - Canadian Dollar Moroccan Dirham,cad-mad,9473,CAD,Canadian Dollar,MAD,Moroccan Dirham
CAD/NAD,CAD/NAD - Canadian Dollar Namibian Dollar,cad-nad,9474,CAD,Canadian Dollar,NAD,Namibian Dollar
CAD/NPR,CAD/NPR - Canadian Dollar Nepalese Rupee,cad-npr,9475,CAD,Canadian Dollar,NPR,Nepalese Rupee
CAD/OMR,CAD/OMR - Canadian Dollar Omani Rial,cad-omr,9476,CAD,Canadian Dollar,OMR,Omani Rial
CAD/PAB,CAD/PAB - Canadian Dollar Panamanian Balboa,cad-pab,9477,CAD,Canadian Dollar,PAB,Panamanian Balboa
CAD/PHP,CAD/PHP - Canadian Dollar Philippine Peso,cad-php,9478,CAD,Canadian Dollar,PHP,Philippine Peso
CAD/QAR,CAD/QAR - Canadian Dollar Qatari Riyal,cad-qar,9479,CAD,Canadian Dollar,QAR,Qatari Riyal
CAD/RON,CAD/RON - Canadian Dollar Romanian Leu,cad-ron,9480,CAD,Canadian Dollar,RON,Romanian Leu
CAD/RUB,CAD/RUB - Canadian Dollar Russian Ruble,cad-rub,9481,CAD,Canadian Dollar,RUB,Russian Ruble
CAD/SAR,CAD/SAR - Canadian Dollar Saudi Riyal,cad-sar,9482,CAD,Canadian Dollar,SAR,Saudi Riyal
CAD/TRY,CAD/TRY - Canadian Dollar Turkish Lira,cad-try,9483,CAD,Canadian Dollar,TRY,Turkish Lira
CAD/VES,CAD/VES - Canadian Dollar Venezuelan Bolivar,cad-vef,9484,CAD,Canadian Dollar,VES,Venezuelan Bolivar
CAD/XAF,CAD/XAF - Canadian Dollar Central African Franc,cad-xaf,9485,CAD,Canadian Dollar,XAF,Central African Franc
CAD/XCD,CAD/XCD - Canadian Dollar East Caribbean Dollar,cad-xcd,9486,CAD,Canadian Dollar,XCD,East Caribbean Dollar
CAD/XOF,CAD/XOF - Canadian Dollar West African CFA franc,cad-xof,9487,CAD,Canadian Dollar,XOF,West African CFA franc
CNY/CAD,CNY/CAD - Chinese Yuan Canadian Dollar,cny-cad,9494,CNY,Chinese Yuan,CAD,Canadian Dollar
DKK/CAD,DKK/CAD - Danish Krone Canadian Dollar,dkk-cad,9576,DKK,Danish Krone,CAD,Canadian Dollar
HKD/CAD,HKD/CAD - Hong Kong Dollar Canadian Dollar,hkd-cad,9618,HKD,Hong Kong Dollar,CAD,Canadian Dollar
ILS/CAD,ILS/CAD - Israeli Shekel Canadian Dollar,ils-cad,9679,ILS,Israeli Shekel,CAD,Canadian Dollar
MXN/CAD,MXN/CAD - Mexican Peso Canadian Dollar,mxn-cad,9793,MXN,Mexican Peso,CAD,Canadian Dollar
NOK/CAD,NOK/CAD - Norwegian Krone Canadian Dollar,nok-cad,9842,NOK,Norwegian Krone,CAD,Canadian Dollar
PLN/CAD,PLN/CAD - Polish Zloty Canadian Dollar,pln-cad,9977,PLN,Polish Zloty,CAD,Canadian Dollar
SAR/CAD,SAR/CAD - Saudi Riyal Canadian Dollar,sar-cad,10075,SAR,Saudi Riyal,CAD,Canadian Dollar
SEK/CAD,SEK/CAD - Swedish Krona Canadian Dollar,sek-cad,10131,SEK,Swedish Krona,CAD,Canadian Dollar
TRY/CAD,TRY/CAD - Turkish Lira Canadian Dollar,try-cad,10247,TRY,Turkish Lira,CAD,Canadian Dollar
TWD/CAD,TWD/CAD - Taiwan Dollar Canadian Dollar,twd-cad,10301,TWD,Taiwan Dollar,CAD,Canadian Dollar
VES/CAD,VES/CAD - Venezuelan Bolivar Canadian Dollar,vef-cad,10351,VES,Venezuelan Bolivar,CAD,Canadian Dollar
ZAR/CAD,ZAR/CAD - South African Rand Canadian Dollar,zar-cad,10408,ZAR,South African Rand,CAD,Canadian Dollar
RUB/CAD,RUB/CAD - Russian Ruble Canadian Dollar,rub-cad,13919,RUB,Russian Ruble,CAD,Canadian Dollar
KRW/CAD,KRW/CAD - Korean Won Canadian Dollar,krw-cad,13925,KRW,Korean Won,CAD,Canadian Dollar
CAD/UAH,CAD/UAH - Canadian Dollar Ukrainian Hryvnia,cad-uah,940805,CAD,Canadian Dollar,UAH,Ukrainian Hryvnia
CAD/COP,CAD/COP - Canadian Dollar Colombian Peso,cad-cop,993165,CAD,Canadian Dollar,COP,Colombian Peso
CAD/RUB,CAD/RUB - Canadian Dollar Russian Ruble,cad-rub?cid=1089811,1089811,CAD,Canadian Dollar,RUB,Russian Ruble
USD/CHF,USD/CHF - US Dollar Swiss Franc,usd-chf,4,USD,US Dollar,CHF,Swiss Franc
EUR/CHF,EUR/CHF - Euro Swiss Franc,eur-chf,10,EUR,Euro,CHF,Swiss Franc
GBP/CHF,GBP/CHF - British Pound Swiss Franc,gbp-chf,12,GBP,British Pound,CHF,Swiss Franc
CHF/JPY,CHF/JPY - Swiss Franc Japanese Yen,chf-jpy,13,CHF,Swiss Franc,JPY,Japanese Yen
NZD/CHF,NZD/CHF - New Zealand Dollar Swiss Franc,nzd-chf,57,NZD,New Zealand Dollar,CHF,Swiss Franc
CHF/PLN,CHF/PLN - Swiss Franc Polish Zloty,chf-pln,86,CHF,Swiss Franc,PLN,Polish Zloty
CHF/HUF,CHF/HUF - Swiss Franc Hungarian Forint,chf-huf,90,CHF,Swiss Franc,HUF,Hungarian Forint
CHF/SGD,CHF/SGD - Swiss Franc Singapore Dollar,chf-sgd,107,CHF,Swiss Franc,SGD,Singapore Dollar
CHF/HKD,CHF/HKD - Swiss Franc Hong Kong Dollar,chf-hkd,108,CHF,Swiss Franc,HKD,Hong Kong Dollar
CHF/NOK,CHF/NOK - Swiss Franc Norwegian Krone,chf-nok,113,CHF,Swiss Franc,NOK,Norwegian Krone
CHF/ZAR,CHF/ZAR - Swiss Franc South African Rand,chf-zar,123,CHF,Swiss Franc,ZAR,South African Rand
CHF/TRY,CHF/TRY - Swiss Franc Turkish Lira,chf-try,126,CHF,Swiss Franc,TRY,Turkish Lira
CHF/DKK,CHF/DKK - Swiss Franc Danish Krone,chf-dkk,136,CHF,Swiss Franc,DKK,Danish Krone
CHF/SEK,CHF/SEK - Swiss Franc Swedish Krona,chf-sek,138,CHF,Swiss Franc,SEK,Swedish Krona
CHF/CZK,CHF/CZK - Swiss Franc Czech Koruna,chf-czk,140,CHF,Swiss Franc,CZK,Czech Koruna
CHF/CNY,CHF/CNY - Swiss Franc Chinese Yuan,chf-cny,1546,CHF,Swiss Franc,CNY,Chinese Yuan
CHF/EUR,CHF/EUR - Swiss Franc Euro,chf-eur,1547,CHF,Swiss Franc,EUR,Euro
CHF/GBP,CHF/GBP - Swiss Franc British Pound,chf-gbp,1548,CHF,Swiss Franc,GBP,British Pound
CHF/IDR,CHF/IDR - Swiss Franc Indonesian Rupiah,chf-idr,1549,CHF,Swiss Franc,IDR,Indonesian Rupiah
CHF/ILS,CHF/ILS - Swiss Franc Israeli Shekel,chf-ils,1550,CHF,Swiss Franc,ILS,Israeli Shekel
CHF/INR,CHF/INR - Swiss Franc Indian Rupee,chf-inr,1551,CHF,Swiss Franc,INR,Indian Rupee
CHF/KRW,CHF/KRW - Swiss Franc Korean Won,chf-krw,1553,CHF,Swiss Franc,KRW,Korean Won
CHF/MXN,CHF/MXN - Swiss Franc Mexican Peso,chf-mxn,1554,CHF,Swiss Franc,MXN,Mexican Peso
CHF/MYR,CHF/MYR - Swiss Franc Malaysian Ringgit,chf-myr,1555,CHF,Swiss Franc,MYR,Malaysian Ringgit
CHF/NZD,CHF/NZD - Swiss Franc New Zealand Dollar,chf-nzd,1556,CHF,Swiss Franc,NZD,New Zealand Dollar
CHF/THB,CHF/THB - Swiss Franc Thai Baht,chf-thb,1558,CHF,Swiss Franc,THB,Thai Baht
CHF/TWD,CHF/TWD - Swiss Franc Taiwan Dollar,chf-twd,1559,CHF,Swiss Franc,TWD,Taiwan Dollar
CHF/USD,CHF/USD - Swiss Franc US Dollar,chf-usd,1560,CHF,Swiss Franc,USD,US Dollar
DKK/CHF,DKK/CHF - Danish Krone Swiss Franc,dkk-chf,1582,DKK,Danish Krone,CHF,Swiss Franc
ISK/CHF,ISK/CHF - Icelandic Kr Swiss Franc,isk-chf,1880,ISK,Icelandic Kr,CHF,Swiss Franc
JPY/CHF,JPY/CHF - Japanese Yen Swiss Franc,jpy-chf,1892,JPY,Japanese Yen,CHF,Swiss Franc
NOK/CHF,NOK/CHF - Norwegian Krone Swiss Franc,nok-chf,1973,NOK,Norwegian Krone,CHF,Swiss Franc
SEK/CHF,SEK/CHF - Swedish Krona Swiss Franc,sek-chf,2015,SEK,Swedish Krona,CHF,Swiss Franc
SGD/CHF,SGD/CHF - Singapore Dollar Swiss Franc,sgd-chf,2029,SGD,Singapore Dollar,CHF,Swiss Franc
TRY/CHF,TRY/CHF - Turkish Lira Swiss Franc,try-chf,2063,TRY,Turkish Lira,CHF,Swiss Franc
CNY/CHF,CNY/CHF - Chinese Yuan Swiss Franc,cny-chf,9495,CNY,Chinese Yuan,CHF,Swiss Franc
CHF/CLP,CHF/CLP - Swiss Franc Chilean Peso,chf-clp,9543,CHF,Swiss Franc,CLP,Chilean Peso
CHF/EGP,CHF/EGP - Swiss Franc Egyptian Pound,chf-egp,9546,CHF,Swiss Franc,EGP,Egyptian Pound
CHF/ISK,CHF/ISK - Swiss Franc Icelandic Kr,chf-isk,9547,CHF,Swiss Franc,ISK,Icelandic Kr
CHF/JMD,CHF/JMD - Swiss Franc Jamaican Dollar,chf-jmd,9548,CHF,Swiss Franc,JMD,Jamaican Dollar
CHF/JOD,CHF/JOD - Swiss Franc Jordan Dinar,chf-jod,9549,CHF,Swiss Franc,JOD,Jordan Dinar
CHF/KES,CHF/KES - Swiss Franc Kenyan Shilling,chf-kes,9550,CHF,Swiss Franc,KES,Kenyan Shilling
CHF/LBP,CHF/LBP - Swiss Franc Lebanese Pound,chf-lbp,9551,CHF,Swiss Franc,LBP,Lebanese Pound
CHF/LKR,CHF/LKR - Swiss Franc Sri Lankan Rupee,chf-lkr,9552,CHF,Swiss Franc,LKR,Sri Lankan Rupee
CHF/MAD,CHF/MAD - Swiss Franc Moroccan Dirham,chf-mad,9555,CHF,Swiss Franc,MAD,Moroccan Dirham
CHF/NAD,CHF/NAD - Swiss Franc Namibian Dollar,chf-nad,9556,CHF,Swiss Franc,NAD,Namibian Dollar
CHF/NPR,CHF/NPR - Swiss Franc Nepalese Rupee,chf-npr,9557,CHF,Swiss Franc,NPR,Nepalese Rupee
CHF/OMR,CHF/OMR - Swiss Franc Omani Rial,chf-omr,9558,CHF,Swiss Franc,OMR,Omani Rial
CHF/PAB,CHF/PAB - Swiss Franc Panamanian Balboa,chf-pab,9559,CHF,Swiss Franc,PAB,Panamanian Balboa
CHF/PHP,CHF/PHP - Swiss Franc Philippine Peso,chf-php,9560,CHF,Swiss Franc,PHP,Philippine Peso
CHF/PKR,CHF/PKR - Swiss Franc Pakistani Rupee,chf-pkr,9561,CHF,Swiss Franc,PKR,Pakistani Rupee
CHF/QAR,CHF/QAR - Swiss Franc Qatari Riyal,chf-qar,9562,CHF,Swiss Franc,QAR,Qatari Riyal
CHF/RON,CHF/RON - Swiss Franc Romanian Leu,chf-ron,9563,CHF,Swiss Franc,RON,Romanian Leu
CHF/RUB,CHF/RUB - Swiss Franc Russian Ruble,chf-rub,9564,CHF,Swiss Franc,RUB,Russian Ruble
CHF/SAR,CHF/SAR - Swiss Franc Saudi Riyal,chf-sar,9565,CHF,Swiss Franc,SAR,Saudi Riyal
CHF/VES,CHF/VES - Swiss Franc Venezuelan Bolivar,chf-vef,9566,CHF,Swiss Franc,VES,Venezuelan Bolivar
CHF/XAF,CHF/XAF - Swiss Franc Central African Franc,chf-xaf,9567,CHF,Swiss Franc,XAF,Central African Franc
CHF/XCD,CHF/XCD - Swiss Franc East Caribbean Dollar,chf-xcd,9568,CHF,Swiss Franc,XCD,East Caribbean Dollar
HKD/CHF,HKD/CHF - Hong Kong Dollar Swiss Franc,hkd-chf,9619,HKD,Hong Kong Dollar,CHF,Swiss Franc
ILS/CHF,ILS/CHF - Israeli Shekel Swiss Franc,ils-chf,9680,ILS,Israeli Shekel,CHF,Swiss Franc
MXN/CHF,MXN/CHF - Mexican Peso Swiss Franc,mxn-chf,9794,MXN,Mexican Peso,CHF,Swiss Franc
PLN/CHF,PLN/CHF - Polish Zloty Swiss Franc,pln-chf,9978,PLN,Polish Zloty,CHF,Swiss Franc
SAR/CHF,SAR/CHF - Saudi Riyal Swiss Franc,sar-chf,10076,SAR,Saudi Riyal,CHF,Swiss Franc
TWD/CHF,TWD/CHF - Taiwan Dollar Swiss Franc,twd-chf,10302,TWD,Taiwan Dollar,CHF,Swiss Franc
VES/CHF,VES/CHF - Venezuelan Bolivar Swiss Franc,vef-chf,10352,VES,Venezuelan Bolivar,CHF,Swiss Franc
ZAR/CHF,ZAR/CHF - South African Rand Swiss Franc,zar-chf,10409,ZAR,South African Rand,CHF,Swiss Franc
RUB/CHF,RUB/CHF - Russian Ruble Swiss Franc,rub-chf,13918,RUB,Russian Ruble,CHF,Swiss Franc
KRW/CHF,KRW/CHF - Korean Won Swiss Franc,krw-chf,13927,KRW,Korean Won,CHF,Swiss Franc
CHF/UAH,CHF/UAH - Swiss Franc Ukrainian Hryvnia,chf-uah,940803,CHF,Swiss Franc,UAH,Ukrainian Hryvnia
CHF/RUB,CHF/RUB - Swiss Franc Russian Ruble,chf-rub?cid=993163,993163,CHF,Swiss Franc,RUB,Russian Ruble
USD/CHF,USD/CHF - US Dollar Swiss Franc,usd-chf?cid=993164,993164,USD,US Dollar,CHF,Swiss Franc
IDR/CHF,IDR/CHF - Indonesian Rupiah Swiss Franc,idr-chf,1031292,IDR,Indonesian Rupiah,CHF,Swiss Franc
CHF/RUB,CHF/RUB - Swiss Franc Russian Ruble,chf-rub?cid=1089812,1089812,CHF,Swiss Franc,RUB,Russian Ruble
EUR/CLP,EUR/CLP - Euro Chilean Peso,eur-clp,1622,EUR,Euro,CLP,Chilean Peso
GBP/CLP,GBP/CLP - British Pound Chilean Peso,gbp-clp,1739,GBP,British Pound,CLP,Chilean Peso
USD/CLP,USD/CLP - US Dollar Chilean Peso,usd-clp,2110,USD,US Dollar,CLP,Chilean Peso
CNY/CLP,CNY/CLP - Chinese Yuan Chilean Peso,cny-clp,9496,CNY,Chinese Yuan,CLP,Chilean Peso
CLP/KRW,CLP/KRW - Chilean Peso Korean Won,clp-krw,9569,CLP,Chilean Peso,KRW,Korean Won
CLP/IDR,CLP/IDR - Chilean Peso Indonesian Rupiah,clp-idr,9570,CLP,Chilean Peso,IDR,Indonesian Rupiah
DKK/CLP,DKK/CLP - Danish Krone Chilean Peso,dkk-clp,9577,DKK,Danish Krone,CLP,Chilean Peso
HKD/CLP,HKD/CLP - Hong Kong Dollar Chilean Peso,hkd-clp,9620,HKD,Hong Kong Dollar,CLP,Chilean Peso
HUF/CLP,HUF/CLP - Hungarian Forint Chilean Peso,huf-clp,9656,HUF,Hungarian Forint,CLP,Chilean Peso
ILS/CLP,ILS/CLP - Israeli Shekel Chilean Peso,ils-clp,9681,ILS,Israeli Shekel,CLP,Chilean Peso
INR/CLP,INR/CLP - Indian Rupee Chilean Peso,inr-clp,9729,INR,Indian Rupee,CLP,Chilean Peso
ISK/CLP,ISK/CLP - Icelandic Kr Chilean Peso,isk-clp,9756,ISK,Icelandic Kr,CLP,Chilean Peso
JPY/CLP,JPY/CLP - Japanese Yen Chilean Peso,jpy-clp,9774,JPY,Japanese Yen,CLP,Chilean Peso
MXN/CLP,MXN/CLP - Mexican Peso Chilean Peso,mxn-clp,9795,MXN,Mexican Peso,CLP,Chilean Peso
NOK/CLP,NOK/CLP - Norwegian Krone Chilean Peso,nok-clp,9843,NOK,Norwegian Krone,CLP,Chilean Peso
NZD/CLP,NZD/CLP - New Zealand Dollar Chilean Peso,nzd-clp,9893,NZD,New Zealand Dollar,CLP,Chilean Peso
PHP/CLP,PHP/CLP - Philippine Peso Chilean Peso,php-clp,9922,PHP,Philippine Peso,CLP,Chilean Peso
PKR/CLP,PKR/CLP - Pakistani Rupee Chilean Peso,pkr-clp,9953,PKR,Pakistani Rupee,CLP,Chilean Peso
PLN/CLP,PLN/CLP - Polish Zloty Chilean Peso,pln-clp,9979,PLN,Polish Zloty,CLP,Chilean Peso
RUB/CLP,RUB/CLP - Russian Ruble Chilean Peso,rub-clp,10026,RUB,Russian Ruble,CLP,Chilean Peso
SAR/CLP,SAR/CLP - Saudi Riyal Chilean Peso,sar-clp,10077,SAR,Saudi Riyal,CLP,Chilean Peso
SEK/CLP,SEK/CLP - Swedish Krona Chilean Peso,sek-clp,10132,SEK,Swedish Krona,CLP,Chilean Peso
SGD/CLP,SGD/CLP - Singapore Dollar Chilean Peso,sgd-clp,10177,SGD,Singapore Dollar,CLP,Chilean Peso
THB/CLP,THB/CLP - Thai Baht Chilean Peso,thb-clp,10213,THB,Thai Baht,CLP,Chilean Peso
TRY/CLP,TRY/CLP - Turkish Lira Chilean Peso,try-clp,10248,TRY,Turkish Lira,CLP,Chilean Peso
TWD/CLP,TWD/CLP - Taiwan Dollar Chilean Peso,twd-clp,10303,TWD,Taiwan Dollar,CLP,Chilean Peso
VES/CLP,VES/CLP - Venezuelan Bolivar Chilean Peso,vef-clp,10353,VES,Venezuelan Bolivar,CLP,Chilean Peso
ZAR/CLP,ZAR/CLP - South African Rand Chilean Peso,zar-clp,10410,ZAR,South African Rand,CLP,Chilean Peso
CLP/PYG,CLP/PYG - Chilean Peso Paraguayan Guarani,clp-pyg,10468,CLP,Chilean Peso,PYG,Paraguayan Guarani
CLP/UYU,CLP/UYU - Chilean Peso Uruguayan Peso,clp-uyu,10469,CLP,Chilean Peso,UYU,Uruguayan Peso
CLP/COP,CLP/COP - Chilean Peso Colombian Peso,clp-cop,10470,CLP,Chilean Peso,COP,Colombian Peso
CLP/PEN,CLP/PEN - Chilean Peso Peru Sol,clp-pen,10471,CLP,Chilean Peso,PEN,Peru Sol
PYG/CLP,PYG/CLP - Paraguayan Guarani Chilean Peso,pyg-clp,10473,PYG,Paraguayan Guarani,CLP,Chilean Peso
UYU/CLP,UYU/CLP - Uruguayan Peso Chilean Peso,uyu-clp,10474,UYU,Uruguayan Peso,CLP,Chilean Peso
COP/CLP,COP/CLP - Colombian Peso Chilean Peso,cop-clp,10475,COP,Colombian Peso,CLP,Chilean Peso
PEN/CLP,PEN/CLP - Peru Sol Chilean Peso,pen-clp,10476,PEN,Peru Sol,CLP,Chilean Peso
CLP/MXN,CLP/MXN - Chilean Peso Mexican Peso,clp-mxn,10501,CLP,Chilean Peso,MXN,Mexican Peso
CLP/VES,CLP/VES - Chilean Peso Venezuelan Bolivar,clp-vef,10516,CLP,Chilean Peso,VES,Venezuelan Bolivar
CLP/USD,CLP/USD - Chilean Peso US Dollar,clp-usd,11758,CLP,Chilean Peso,USD,US Dollar
USD/CNH,USD/CNH - US Dollar Chinese Yuan Offshore,usd-cnh,961728,USD,US Dollar,CNH,Chinese Yuan Offshore
CNY/CNH,CNY/CNH - Chinese Yuan Chinese Yuan Offshore,cny-cnh,962664,CNY,Chinese Yuan,CNH,Offshore
CNY/DKK,CNY/DKK - Chinese Yuan Danish Krone,cny-dkk,1562,CNY,Chinese Yuan,DKK,Danish Krone
CNY/HKD,CNY/HKD - Chinese Yuan Hong Kong Dollar,cny-hkd,1564,CNY,Chinese Yuan,HKD,Hong Kong Dollar
CNY/JPY,CNY/JPY - Chinese Yuan Japanese Yen,cny-jpy,1565,CNY,Chinese Yuan,JPY,Japanese Yen
CNY/ZAR,CNY/ZAR - Chinese Yuan South African Rand,cny-zar,1566,CNY,Chinese Yuan,ZAR,South African Rand
DKK/CNY,DKK/CNY - Danish Krone Chinese Yuan,dkk-cny,1583,DKK,Danish Krone,CNY,Chinese Yuan
EUR/CNY,EUR/CNY - Euro Chinese Yuan,eur-cny,1623,EUR,Euro,CNY,Chinese Yuan
GBP/CNY,GBP/CNY - British Pound Chinese Yuan,gbp-cny,1740,GBP,British Pound,CNY,Chinese Yuan
HKD/CNY,HKD/CNY - Hong Kong Dollar Chinese Yuan,hkd-cny,1817,HKD,Hong Kong Dollar,CNY,Chinese Yuan
IDR/CNY,IDR/CNY - Indonesian Rupiah Chinese Yuan,idr-cny,1843,IDR,Indonesian Rupiah,CNY,Chinese Yuan
INR/CNY,INR/CNY - Indian Rupee Chinese Yuan,inr-cny,1865,INR,Indian Rupee,CNY,Chinese Yuan
JPY/CNY,JPY/CNY - Japanese Yen Chinese Yuan,jpy-cny,1893,JPY,Japanese Yen,CNY,Chinese Yuan
KRW/CNY,KRW/CNY - Korean Won Chinese Yuan,krw-cny,1915,KRW,Korean Won,CNY,Chinese Yuan
MYR/CNY,MYR/CNY - Malaysian Ringgit Chinese Yuan,myr-cny,1955,MYR,Malaysian Ringgit,CNY,Chinese Yuan
NZD/CNY,NZD/CNY - New Zealand Dollar Chinese Yuan,nzd-cny,1981,NZD,New Zealand Dollar,CNY,Chinese Yuan
SGD/CNY,SGD/CNY - Singapore Dollar Chinese Yuan,sgd-cny,2030,SGD,Singapore Dollar,CNY,Chinese Yuan
THB/CNY,THB/CNY - Thai Baht Chinese Yuan,thb-cny,2050,THB,Thai Baht,CNY,Chinese Yuan
TWD/CNY,TWD/CNY - Taiwan Dollar Chinese Yuan,twd-cny,2069,TWD,Taiwan Dollar,CNY,Chinese Yuan
USD/CNY,USD/CNY - US Dollar Chinese Yuan,usd-cny,2111,USD,US Dollar,CNY,Chinese Yuan
ZAR/CNY,ZAR/CNY - South African Rand Chinese Yuan,zar-cny,2235,ZAR,South African Rand,CNY,Chinese Yuan
CNY/CZK,CNY/CZK - Chinese Yuan Czech Koruna,cny-czk,9498,CNY,Chinese Yuan,CZK,Czech Koruna
CNY/EGP,CNY/EGP - Chinese Yuan Egyptian Pound,cny-egp,9500,CNY,Chinese Yuan,EGP,Egyptian Pound
CNY/EUR,CNY/EUR - Chinese Yuan Euro,cny-eur,9501,CNY,Chinese Yuan,EUR,Euro
CNY/GBP,CNY/GBP - Chinese Yuan British Pound,cny-gbp,9502,CNY,Chinese Yuan,GBP,British Pound
CNY/HUF,CNY/HUF - Chinese Yuan Hungarian Forint,cny-huf,9503,CNY,Chinese Yuan,HUF,Hungarian Forint
CNY/IDR,CNY/IDR - Chinese Yuan Indonesian Rupiah,cny-idr,9504,CNY,Chinese Yuan,IDR,Indonesian Rupiah
CNY/ILS,CNY/ILS - Chinese Yuan Israeli Shekel,cny-ils,9505,CNY,Chinese Yuan,ILS,Israeli Shekel
CNY/INR,CNY/INR - Chinese Yuan Indian Rupee,cny-inr,9506,CNY,Chinese Yuan,INR,Indian Rupee
CNY/ISK,CNY/ISK - Chinese Yuan Icelandic Kr,cny-isk,9507,CNY,Chinese Yuan,ISK,Icelandic Kr
CNY/JMD,CNY/JMD - Chinese Yuan Jamaican Dollar,cny-jmd,9508,CNY,Chinese Yuan,JMD,Jamaican Dollar
CNY/JOD,CNY/JOD - Chinese Yuan Jordan Dinar,cny-jod,9509,CNY,Chinese Yuan,JOD,Jordan Dinar
CNY/KES,CNY/KES - Chinese Yuan Kenyan Shilling,cny-kes,9510,CNY,Chinese Yuan,KES,Kenyan Shilling
CNY/KRW,CNY/KRW - Chinese Yuan Korean Won,cny-krw,9511,CNY,Chinese Yuan,KRW,Korean Won
CNY/LBP,CNY/LBP - Chinese Yuan Lebanese Pound,cny-lbp,9512,CNY,Chinese Yuan,LBP,Lebanese Pound
CNY/LKR,CNY/LKR - Chinese Yuan Sri Lankan Rupee,cny-lkr,9513,CNY,Chinese Yuan,LKR,Sri Lankan Rupee
CNY/MAD,CNY/MAD - Chinese Yuan Moroccan Dirham,cny-mad,9516,CNY,Chinese Yuan,MAD,Moroccan Dirham
CNY/MXN,CNY/MXN - Chinese Yuan Mexican Peso,cny-mxn,9517,CNY,Chinese Yuan,MXN,Mexican Peso
CNY/MYR,CNY/MYR - Chinese Yuan Malaysian Ringgit,cny-myr,9518,CNY,Chinese Yuan,MYR,Malaysian Ringgit
CNY/NAD,CNY/NAD - Chinese Yuan Namibian Dollar,cny-nad,9519,CNY,Chinese Yuan,NAD,Namibian Dollar
CNY/NOK,CNY/NOK - Chinese Yuan Norwegian Krone,cny-nok,9520,CNY,Chinese Yuan,NOK,Norwegian Krone
CNY/NPR,CNY/NPR - Chinese Yuan Nepalese Rupee,cny-npr,9521,CNY,Chinese Yuan,NPR,Nepalese Rupee
CNY/NZD,CNY/NZD - Chinese Yuan New Zealand Dollar,cny-nzd,9522,CNY,Chinese Yuan,NZD,New Zealand Dollar
CNY/OMR,CNY/OMR - Chinese Yuan Omani Rial,cny-omr,9523,CNY,Chinese Yuan,OMR,Omani Rial
CNY/PAB,CNY/PAB - Chinese Yuan Panamanian Balboa,cny-pab,9524,CNY,Chinese Yuan,PAB,Panamanian Balboa
CNY/PHP,CNY/PHP - Chinese Yuan Philippine Peso,cny-php,9525,CNY,Chinese Yuan,PHP,Philippine Peso
CNY/PKR,CNY/PKR - Chinese Yuan Pakistani Rupee,cny-pkr,9526,CNY,Chinese Yuan,PKR,Pakistani Rupee
CNY/PLN,CNY/PLN - Chinese Yuan Polish Zloty,cny-pln,9527,CNY,Chinese Yuan,PLN,Polish Zloty
CNY/QAR,CNY/QAR - Chinese Yuan Qatari Riyal,cny-qar,9528,CNY,Chinese Yuan,QAR,Qatari Riyal
