country,name,full_name,tag,id
morocco,Morocco 2Y,Morocco 2-Year,morocco-2-year,1052498
morocco,Morocco 5Y,Morocco 5-Year,morocco-5-year,1052500
morocco,Morocco 10Y,Morocco 10-Year,morocco-10-year,1052496
namibia,Namibia 10Y,Namibia 10-Year,namibia-10-year,1052542
namibia,Namibia 20Y,Namibia 20-Year,namibia-20-year,1052545
namibia,Namibia 7Y,Namibia 7-Year,namibia-7-year,1052549
namibia,Namibia 3Y,Namibia 3-Year,namibia-3-year,1052547
namibia,Namibia 15Y,Namibia 15-Year,namibia-15-year,1052543
namibia,Namibia 9M,Namibia 9-Month,namibia-9-month,1052550
namibia,Namibia 6M,Namibia 6-Month,namibia-6-month,1052548
namibia,Namibia 1Y,Namibia 1-Year,namibia-1-year,1052544
namibia,Namibia 3M,Namibia 3-Month,namibia-3-month,1052546
netherlands,Netherlands 30Y,Netherlands 30-Year,netherlands-30-year-bond-yield,23753
netherlands,Netherlands 25Y,Netherlands 25-Year,netherlands-25-year,1052458
netherlands,Netherlands 20Y,Netherlands 20-Year,netherlands-20-year-bond-yield,23752
netherlands,Netherlands 15Y,Netherlands 15-Year,netherlands-15-year,1052456
netherlands,Netherlands 10Y,Netherlands 10-Year,netherlands-10-year-bond-yield,23751
netherlands,Netherlands 9Y,Netherlands 9-Year,netherlands-9-year-bond-yield,23750
netherlands,Netherlands 8Y,Netherlands 8-Year,netherlands-8-year-bond-yield,23749
netherlands,Netherlands 7Y,Netherlands 7-Year,netherlands-7-year-bond-yield,23748
netherlands,Netherlands 5Y,Netherlands 5-Year,netherlands-5-year-bond-yield,23746
netherlands,Netherlands 4Y,Netherlands 4-Year,netherlands-4-year-bond-yield,23745
netherlands,Netherlands 3Y,Netherlands 3-Year,netherlands-3-year-bond-yield,23744
netherlands,Netherlands 2Y,Netherlands 2-Year,netherlands-2-year-bond-yield,23743
netherlands,Netherlands 6M,Netherlands 6-Month,netherlands-6-month-bond-yield,23741
netherlands,Netherlands 3M,Netherlands 3-Month,netherlands-3-month-bond-yield,23740
netherlands,Netherlands 1M,Netherlands 1-Month,netherlands-1-month,1052457
netherlands,Netherlands 6Y,Netherlands 6-Year,netherlands-6-year-bond-yield,23747
new zealand,New Zealand 5Y,New Zealand 5-Year,new-zealand-5-years-bond-yield,42408
new zealand,New Zealand 20Y,New Zealand 20-Year,new-zealand-20-year,1052556
new zealand,New Zealand 15Y,New Zealand 15-Year,new-zealand-15-year,1052554
new zealand,New Zealand 10Y,New Zealand 10-Year,new-zealand-10-years-bond-yield,42410
new zealand,New Zealand 7Y,New Zealand 7-Year,new-zealand-7-years-bond-yield,42409
new zealand,New Zealand 2Y,New Zealand 2-Year,new-zealand-2-years-bond-yield,42407
new zealand,New Zealand 1M,New Zealand 1-Month,new-zealand-1-month-bond-yield,42406
new zealand,New Zealand 6M,New Zealand 6-Month,new-zealand-6-months-bond-yield,42405
new zealand,New Zealand 5M,New Zealand 5-Month,new-zealand-5-months-bond-yield,42404
new zealand,New Zealand 4M,New Zealand 4-Month,new-zealand-4-months-bond-yield,42403
new zealand,New Zealand 3M,New Zealand 3-Month,new-zealand-3-months-bond-yield,42402
new zealand,New Zealand 2M,New Zealand 2-Month,new-zealand-2-months-bond-yield,42401
new zealand,New Zealand 1Y,New Zealand 1-Year,new-zealand-1-year,1052555
nigeria,Nigeria 10Y,Nigeria 10-Year,nigeria-10-year,1052567
nigeria,Nigeria 3M,Nigeria 3-Month,nigeria-3-month,1052572
nigeria,Nigeria 6M,Nigeria 6-Month,nigeria-6-month,1052575
nigeria,Nigeria 1Y,Nigeria 1-Year,nigeria-1-year,1052569
nigeria,Nigeria 2Y,Nigeria 2-Year,nigeria-2-year,1052571
nigeria,Nigeria 4Y,Nigeria 4-Year,nigeria-4-year,1052573
nigeria,Nigeria 7Y,Nigeria 7-Year,nigeria-7-year,1052576
nigeria,Nigeria 20Y,Nigeria 20-Year,nigeria-20-year,1052570
norway,Norway 5Y,Norway 5-Year,norway-5-year-bond-yield,23761
norway,Norway 10Y,Norway 10-Year,norway-10-year-bond-yield,23764
norway,Norway 1Y,Norway 1-Year,norway-1-year-bond-yield,23759
norway,Norway 2Y,Norway 2-Year,norway-2-year-bond-yield,23760
norway,Norway 9M,Norway 9-Month,norway-9-month-bond-yield,23758
norway,Norway 6M,Norway 6-Month,norway-6-month-bond-yield,23757
norway,Norway 3M,Norway 3-Month,norway-3-month-bond-yield,23756
pakistan,Pakistan 14Y,Pakistan 14-Year,pakistan-15-year-bond-yield,29308
pakistan,Pakistan 10Y,Pakistan 10-Year,pakistan-10-year-bond-yield,29307
pakistan,Pakistan 5Y,Pakistan 5-Year,pakistan-5-year-bond-yield,29315
pakistan,Pakistan 20Y,Pakistan 20-Year,pakistan-20-year-bond-yield,29309
pakistan,Pakistan 1Y,Pakistan 1-Year,pakistan-1-year-bond-yield,29313
pakistan,Pakistan 6M,Pakistan 6-Month,pakistan-6-month-bond-yield,29312
pakistan,Pakistan 3M,Pakistan 3-Month,pakistan-3-month-bond-yield,29311
pakistan,Pakistan 3Y,Pakistan 3-Year,pakistan-3-year-bond-yield,29314
peru,Peru 2Y,Peru 2 Year,peru-2-year,1141798
peru,Peru 5Y,Peru 5-Year,peru-5-year-bond-yield,29320
peru,Peru 10Y,Peru 10 Year,peru-10-year,1141799
peru,Peru 15Y,Peru 15-Year,peru-15-year-bond-yield,29316
peru,Peru 20Y,Peru 20-Year,peru-20-year-bond-yield,29317
peru,Peru 30Y,Peru 30-Year,peru-30-year-bond-yield,29318
philippines,Philippines 7Y,Philippines 7-Year,philippines-7-year-bond-yield,29333
philippines,Philippines 25Y,Philippines 25-Year,philippines-25-year-bond-yield,29325
philippines,Philippines 20Y,Philippines 20-Year,philippines-20-year-bond-yield,29324
philippines,Philippines 10Y,Philippines 10-Year,philippines-10-year-bond-yield,29322
philippines,Philippines 5Y,Philippines 5-Year,philippines-5-year-bond-yield,29332
philippines,Philippines 4Y,Philippines 4-Year,philippines-4-year-bond-yield,29331
philippines,Philippines 2Y,Philippines 2-Year,philippines-2-year-bond-yield,29329
philippines,Philippines 1Y,Philippines 1-Year,philippines-1-year-bond-yield,29328
philippines,Philippines 6M,Philippines 6-Month,philippines-6-month-bond-yield,29327
philippines,Philippines 3M,Philippines 3-Month,philippines-3-month-bond-yield,29326
philippines,Philippines 1M,Philippines 1-Month,philippines-1-month-bond-yield,29323
philippines,Philippines 3Y,Philippines 3-Year,philippines-3-year-bond-yield,29330
poland,Poland 10Y,Poland 10-Year,poland-10-year-bond-yield,23947
poland,Poland 9Y,Poland 9-Year,poland-9-year-bond-yield,23946
poland,Poland 8Y,Poland 8-Year,poland-8-year-bond-yield,23945
poland,Poland 5Y,Poland 5-Year,poland-5-year-bond-yield,23943
poland,Poland 4Y,Poland 4-Year,poland-4-year-bond-yield,23942
poland,Poland 1Y,Poland 1-Year,poland-1-year-bond-yield,23939
poland,Poland 2Y,Poland 2-Year,poland-2-year-bond-yield,23940
poland,Poland 2M,Poland 2-Month,poland-2-month-bond-yield,23936
poland,Poland 1M,Poland 1-Month,poland-1-month-bond-yield,23935
poland,Poland Overnight,Poland Overnight,poland-overnight-rate,23934
poland,Poland 3Y,Poland 3-Year,poland-3-year-bond-yield,23941
portugal,Portugal 15Y,Portugal 15-Year,portugal-15-year-bond-yield,23793
portugal,Portugal 10Y,Portugal 10-Year,portugal-10-year-bond-yield,23792
portugal,Portugal 9Y,Portugal 9-Year,portugal-9-year-bond-yield,23791
portugal,Portugal 1Y,Portugal 1-Year,portugal-1-year,1052460
portugal,Portugal 30Y,Portugal 30-Year,portugal-30-year,1052461
portugal,Portugal 8Y,Portugal 8-Year,portugal-8-year-bond-yield,23790
portugal,Portugal 20Y,Portugal 20-Year,portugal-30-year-bond-yield,23794
portugal,Portugal 7Y,Portugal 7-Year,portugal-7-year-bond-yield,23789
portugal,Portugal 6M,Portugal 6-Month,portugal-6-months-bond-yield,23783
portugal,Portugal 5Y,Portugal 5-Year,portugal-5-year-bond-yield,23787
portugal,Portugal 4Y,Portugal 4-Year,portugal-4-year-bond-yield,23786
portugal,Portugal 3Y,Portugal 3-Year,portugal-3-year-bond-yield,23785
portugal,Portugal 2Y,Portugal 2-Year,portugal-2-year-bond-yield,23784
portugal,Portugal 3M,Portugal 3-Month,portugal-3-month,1052462
portugal,Portugal 6Y,Portugal 6-Year,portugal-6-year-bond-yield,23788
qatar,Qatar 3Y,Qatar 3 Year,qatar-3-year,1141800
qatar,Qatar 5Y,Qatar 5-Year,qatar-5-year-bond-yield,29205
qatar,Qatar 7Y,Qatar 7 Year,qatar-7-year,1141801
qatar,Qatar 10Y,Qatar 10-Year,qatar-10-year-bond-yield,29201
qatar,Qatar 30Y,Qatar 30-Year,qatar-30-year-bond-yield,29203
romania,Romania 10Y,Romania 10-Year,romania-10-year-bond-yield,23990
romania,Romania 7Y,Romania 7-Year,romania-7-year,1052513
romania,Romania 4Y,Romania 4-Year,romania-4-year,1052512
romania,Romania 5Y,Romania 5-Year,romania-5-year-bond-yield,23989
romania,Romania 2Y,Romania 2-Year,romania-2-year,1052511
romania,Romania 1Y,Romania 1-Year,romania-1-year-bond-yield,23987
romania,Romania 6M,Romania 6-Month,romania-6-month-bond-yield,23986
romania,Romania 3Y,Romania 3-Year,romania-3-year-bond-yield,23988
russia,Russia 10Y,Russia 10-Year,russia-10-year-bond-yield,23974
russia,Russia 7Y,Russia 7-Year,russia-7-year,1052510
russia,Russia 5Y,Russia 5-Year,russia-5-year-bond-yield,23973
russia,Russia 3Y,Russia 3-Year,russia-3-year-bond-yield,23972
russia,Russia 2Y,Russia 2-Year,russia-2-year-bond-yield,23971
russia,Russia 1Y,Russia 1-Year,russia-1-year-bond-yield,23970
russia,Russia 3M,Russia 3-Month,russia-3-month-bond-yield,23968
russia,Russia 2M,Russia 2-Month,russia-2-month-bond-yield,23967
russia,Russia 1M,Russia 1-Month,russia-1-month-bond-yield,23966
russia,Russia 2W,Russia 2-Week,russia-2-week-bond-yield,23965
russia,Russia 1W,Russia 1-Week,russia-1-week-bond-yield,23964
russia,Russia Overnight,Russia Overnight,russia-overnight-rate,23963
russia,Russia 15Y,Russia 15-Year,russia-15-year-bond-yield,23975
russia,Russia 6M,Russia 6-Month,russia-6-month-bond-yield,23969
russia,Russia 20Y,Russia 20-Year,russia-25-year-bond-yield,23976
serbia,Serbia 7Y,Serbia 7-Year,serbia-7-year,1052584
serbia,Serbia 10Y,Serbia 10 Year,serbia-10-year,1141802
serbia,Serbia 5Y,Serbia 5-Year,serbia-5-year,1052581
serbia,Serbia 2Y,Serbia 2-Year,serbia-2-year,1052578
serbia,Serbia 1Y,Serbia 1-Year,serbia-1-year,1052577
serbia,Serbia 4Y,Serbia 4-Year,serbia-4-year,1052580
singapore,Singapore 30Y,Singapore 30-Year,singapore-30-year,1052474
singapore,Singapore 20Y,Singapore 20-Year,singapore-20-year-bond-yield,23889
singapore,Singapore 15Y,Singapore 15-Year,singapore-15-year-bond-yield,23888
singapore,Singapore 10Y,Singapore 10-Year,singapore-10-year-bond-yield,23887
singapore,Singapore 5Y,Singapore 5-Year,singapore-5-year-bond-yield,23886
singapore,Singapore 1Y,Singapore 1-Year,singapore-1-year-bond-yield,23884
singapore,Singapore 6M,Singapore 6-Month,singapore-6-month,1052475
singapore,Singapore 3M,Singapore 3-Month,singapore-3-month-bond-yield,23883
singapore,Singapore 1M,Singapore 1-Month,singapore-1-month-bond-yield,23881
singapore,Singapore 2Y,Singapore 2-Year,singapore-2-year-bond-yield,23885
slovakia,Slovakia 13Y,Slovakia 13 Year,slovakia-13-year,1141803
slovakia,Slovakia 30Y,Slovakia 30 Year,slovakia-30-year,1141805
slovakia,Slovakia 18Y,Slovakia 18 Year,slovakia-18-year,1141804
slovakia,Slovakia 10Y,Slovakia 10-Year,slovakia-10-year,1052323
slovakia,Slovakia 50Y,Slovakia 50 Year,slovakia-50-year,1141806
slovakia,Slovakia 8Y,Slovakia 8-Year,slovakia-8-year-bond-yield,29341
slovakia,Slovakia 6Y,Slovakia 6-Year,slovakia-6-year,1052321
slovakia,Slovakia 5Y,Slovakia 5-Year,slovakia-5-year-bond-yield,29339
slovakia,Slovakia 1Y,Slovakia 1-Year,slovakia-1-year-bond-yield,29336
slovakia,Slovakia 9Y,Slovakia 9-Year,slovakia-9-year,1052559
slovenia,Slovenia 25Y,Slovenia 25 Year,slovenia-25-year,1141811
slovenia,Slovenia 15Y,Slovenia 15 Year,slovenia-15-year,1141809
slovenia,Slovenia 10Y,Slovenia 10-Year,slovenia-10-year-bond-yield,29335
slovenia,Slovenia 8Y,Slovenia 8 Year,slovenia-8-year,1141808
slovenia,Slovenia 20Y,Slovenia 20 Year,slovenia-20-year,1141810
slovenia,Slovenia 5Y,Slovenia 5-Year,slovenia-5-year-bond-yield,29343
slovenia,Slovenia 3Y,Slovenia 3 Year,slovenia-3-year,1141807
slovenia,Slovenia 2Y,Slovenia 2-Year,slovenia-2-year-bond-yield,29342
slovenia,Slovenia 1Y,Slovenia 1-Year,slovenia-1-year,1052530
slovenia,Slovenia 7Y,Slovenia 7-Year,slovenia-7-year,1052531
south africa,South Africa 30Y,South Africa 30-Year,south-africa-30-year-bond-yield,23926
south africa,South Africa 25Y,South Africa 25-Year,south-africa-25-year,1052478
south africa,South Africa 20Y,South Africa 20-Year,south-africa-20-year-bond-yield,23925
south africa,Souht Africa 12Y,Souht Africa 12 Year,souht-africa-12-year,1141812
south africa,South Africa 10Y,South Africa 10-Year,south-africa-10-year-bond-yield,23923
south africa,South Africa 2Y,South Africa 2-Year,south-africa-2-year,1052479
south africa,South Africa 3M,South Africa 3-Month,south-africa-3-month-bond-yield,23919
south africa,South Africa 5Y,South Africa 5-Year,south-africa-5-year-bond-yield,23921
south korea,South Korea 20Y,South Korea 20-Year,south-korea-20-year-bond-yield,29293
south korea,South Korea 50Y,South Korea 50-Year,south-korea-50-year,1052526
south korea,South Korea 30Y,South Korea 30-Year,south-korea-30-year,1052525
south korea,South Korea 10Y,South Korea 10-Year,south-korea-10-year-bond-yield,29292
south korea,South Korea 5Y,South Korea 5-Year,south-korea-5-year-bond-yield,29298
south korea,South Korea 4Y,South Korea 4-Year,south-korea-4-year-bond-yield,29297
south korea,South Korea 3Y,South Korea 3-Year,south-korea-3-year-bond-yield,29296
south korea,South Korea 2Y,South Korea 2-Year,south-korea-2-year-bond-yield,29295
south korea,South Korea 1Y,South Korea 1-Year,south-korea-1-year-bond-yield,29294
spain,Spain 30Y,Spain 30-Year,spain-30-year-bond-yield,100155
spain,Spain 25Y,Spain 25-Year,spain-25-year,1052464
spain,Spain 20Y,Spain 20-Year,spain-20-year-bond-yield,23808
spain,Spain 15Y,Spain 15-Year,spain-15-year-bond-yield,23807
spain,Spain 10Y,Spain 10-Year,spain-10-year-bond-yield,23806
spain,Spain 9Y,Spain 9-Year,spain-9-year-bond-yield,23805
spain,Spain 8Y,Spain 8-Year,spain-8-year-bond-yield,23804
spain,Spain 7Y,Spain 7-Year,spain-7-year-bond-yield,23803
spain,Spain 6Y,Spain 6-Year,spain-6-year-bond-yield,23802
spain,Spain 4Y,Spain 4-Year,spain-4-year-bond-yield,23800
spain,Spain 3Y,Spain 3-Year,spain-3-year-bond-yield,23799
spain,Spain 2Y,Spain 2-Year,spain-2-year-bond-yield,23798
spain,Spain 1Y,Spain 1-Year,spain-1-year-bond-yield,23797
spain,Spain 9M,Spain 9-Month,spain-9-month,1052465
spain,Spain 6M,Spain 6-Month,spain-6-month-bond-yield,23796
spain,Spain 3M,Spain 3-Month,spain-3-month-bond-yield,23795
spain,Spain 1M,Spain 1-Month,spain-1-month,1052463
spain,Spain 5Y,Spain 5-Year,spain-5-year-bond-yield,23801
sri lanka,Sri Lanka 7Y,Sri Lanka 7-Year,sri-lanka-7-year,1052536
sri lanka,Sri Lanka 15Y,Sri Lanka 15-Year,sri-lanka-15-year,1052534
sri lanka,Sri Lanka 10Y,Sri Lanka 10-Year,sri-lanka-10-year,1052533
sri lanka,Sri Lanka 9Y,Sri Lanka 9-Year,sri-lanka-9-year,1052538
sri lanka,Sri Lanka 8Y,Sri Lanka 8-Year,sri-lanka-8-year,1052537
sri lanka,Sri Lanka 6Y,Sri Lanka 6-Year,sri-lanka-6-year,1052535
sri lanka,Sri Lanka 3M,Sri Lanka 3-Month,sri-lanka-3-month-bond-yield,29344
sri lanka,Sri Lanka 4Y,Sri Lanka 4-Year,sri-lanka-4-year-bond-yield,29349
sri lanka,Sri Lanka 3Y,Sri Lanka 3-Year,sri-lanka-3-year-bond-yield,29348
sri lanka,Sri Lanka 2Y,Sri Lanka 2-Year,sri-lanka-2-year-bond-yield,29347
sri lanka,Sri Lanka 1Y,Sri Lanka 1-Year,sri-lanka-1-year-bond-yield,29346
sri lanka,Sri Lanka 6M,Sri Lanka 6-Month,sri-lanka-6-month-bond-yield,29345
sri lanka,Sri Lanka 5Y,Sri Lanka 5-Year,sri-lanka-5-year-bond-yield,29350
switzerland,Switzerland 6Y,Switzerland 6-Year,switzerland-6-year-bond-yield,23718
switzerland,Switzerland 30Y,Switzerland 30-Year,switzerland-30-year-bond-yield,23725
switzerland,Switzerland 20Y,Switzerland 20-Year,switzerland-20-year-bond-yield,23724
switzerland,Switzerland 15Y,Switzerland 15-Year,switzerland-15-year-bond-yield,23723
switzerland,Switzerland 10Y,Switzerland 10-Year,switzerland-10-year-bond-yield,23722
switzerland,Switzerland 50Y,Switzerland 50-Year,switzerland-50-year,1052453
switzerland,Switzerland 9Y,Switzerland 9-Year,switzerland-9-year-bond-yield,23721
switzerland,Switzerland 8Y,Switzerland 8-Year,switzerland-8-year-bond-yield,23720
switzerland,Switzerland 7Y,Switzerland 7-Year,switzerland-7-year-bond-yield,23719
switzerland,Switzerland 5Y,Switzerland 5-Year,switzerland-5-year-bond-yield,23717
switzerland,Switzerland 3M,Switzerland 3-Month,switzerland-3-month-bond-yield,23711
switzerland,Switzerland 3Y,Switzerland 3-Year,switzerland-3-year-bond-yield,23715
switzerland,Switzerland Overnight,Switzerland Overnight,switzerland-overnight-rate,23707
switzerland,Switzerland 1W,Switzerland 1-Week,switzerland-1-week-bond-yield,23708
switzerland,Switzerland 1M,Switzerland 1-Month,switzerland-1-month-bond-yield,23709
switzerland,Switzerland 4Y,Switzerland 4-Year,switzerland-4-year-bond-yield,23716
switzerland,Switzerland 6M,Switzerland 6-Month,switzerland-6-month-bond-yield,23712
switzerland,Switzerland 1Y,Switzerland 1-Year,switzerland-1-year-bond-yield,23713
switzerland,Switzerland 2Y,Switzerland 2-Year,switzerland-2-year-bond-yield,23714
switzerland,Switzerland 2M,Switzerland 2-Month,switzerland-2-month-bond-yield,23710
taiwan,Taiwan 2Y,Taiwan 2-Year,taiwan-2-year-bond-yield,29358
taiwan,Taiwan 5Y,Taiwan 5-Year,taiwan-5-year-bond-yield,29359
taiwan,Taiwan 10Y,Taiwan 10-Year,taiwan-10-year-bond-yield,29351
taiwan,Taiwan 20Y,Taiwan 20-Year,taiwan-20-year-bond-yield,29353
taiwan,Taiwan 30Y,Taiwan 30-Year,taiwan-30-year-bond-yield,29355
thailand,Thailand 20Y,Thailand 20-Year,thailand-20-year,1052540
thailand,Thailand 16Y,Thailand 16-Year,thailand-16-year-bond-yield,29363
thailand,Thailand 15Y,Thailand 15-Year,thailand-15-year,1052539
thailand,Thailand 12Y,Thailand 12-Year,thailand-12-year-bond-yield,29361
thailand,Thailand 14Y,Thailand 14-Year,thailand-14-year-bond-yield,29362
thailand,Thailand 10Y,Thailand 10-Year,thailand-10-year-bond-yield,29360
thailand,Thailand 5Y,Thailand 5-Year,thailand-5-year-bond-yield,29367
thailand,Thailand 3Y,Thailand 3-Year,thailand-3-year,1052541
thailand,Thailand 2Y,Thailand 2-Year,thailand-2-year-bond-yield,29366
thailand,Thailand 1Y,Thailand 1-Year,thailand-1-year-bond-yield,29365
thailand,Thailand 7Y,Thailand 7-Year,thailand-7-year-bond-yield,29368
turkey,Turkey 10Y,Turkey 10-Year,turkey-10-year-bond-yield,24037
turkey,Turkey 3Y,Turkey 3-Year,turkey-3-year-bond-yield,24035
turkey,Turkey 5Y,Turkey 5-Year,turkey-5-year-bond-yield,24036
turkey,Turkey 1Y,Turkey 1-Year,turkey-1-year-bond-yield,24033
turkey,Turkey 2Y,Turkey 2-Year,turkey-2-year-bond-yield,24034
uganda,Uganda 3M,Uganda 3-Month,uganda-3-months-bond-yield,42324
uganda,Uganda 6M,Uganda 6-Month,uganda-6-months-bond-yield,42325
uganda,Uganda 1Y,Uganda 1-Year,uganda-1-year-bond-yield,42327
uganda,Uganda 2Y,Uganda 2-Year,uganda-2-years-bond-yield,42342
uganda,Uganda 3Y,Uganda 3-Year,uganda-3-years-bond-yield,42340
uganda,Uganda 5Y,Uganda 5-Year,uganda-5-years-bond-yield,42326
uganda,Uganda 10Y,Uganda 10-Year,uganda-10-years-bond-yield,42341
uganda,Uganda 15Y,Uganda 15-Year,uganda-15-year,1052551
ukraine,Ukraine 3Y,Ukraine 3-Year,ukraine-3-year-bond-yield,29373
ukraine,Ukraine 2Y,Ukraine 2-Year,ukraine-2-year-bond-yield,29372
ukraine,Ukraine 1Y,Ukraine 1-Year,ukraine-1-year-bond-yield,29371
united kingdom,U.K. 40Y,United Kingdom 40-Year,uk-40-year-bond-yield,23678
united kingdom,U.K. 50Y,United Kingdom 50-Year,uk-50-year-bond-yield,23679
united kingdom,U.K. 30Y,United Kingdom 30-Year,uk-30-year-bond-yield,23677
united kingdom,U.K. 25Y,United Kingdom 25-Year,uk-25-year-bond-yield,23676
united kingdom,U.K. 15Y,United Kingdom 15-Year,uk-15-year-bond-yield,23674
united kingdom,U.K. 12Y,United Kingdom 12-Year,uk-12-year,1052451
united kingdom,U.K. 10Y,United Kingdom 10-Year,uk-10-year-bond-yield,23673
united kingdom,U.K. 9Y,United Kingdom 9-Year,uk-9-year-bond-yield,23672
united kingdom,U.K. 8Y,United Kingdom 8-Year,uk-8-year-bond-yield,23671
united kingdom,U.K. 20Y,United Kingdom 20-Year,uk-20-year-bond-yield,23675
united kingdom,U.K. 6Y,United Kingdom 6-Year,uk-6-year-bond-yield,23669
united kingdom,U.K. 5Y,United Kingdom 5-Year,uk-5-year-bond-yield,23668
united kingdom,U.K. 4Y,United Kingdom 4-Year,uk-4-year-bond-yield,23667
united kingdom,U.K. 3Y,United Kingdom 3-Year,uk-3-year-bond-yield,23666
united kingdom,U.K. 2Y,United Kingdom 2-Year,uk-2-year-bond-yield,23665
united kingdom,U.K. 1Y,United Kingdom 1-Year,uk-1-year-bond-yield,23664
united kingdom,U.K. 6M,United Kingdom 6-Month,uk-6-month-bond-yield,23663
united kingdom,U.K. 3M,United Kingdom 3-Month,uk-3-month-bond-yield,23662
united kingdom,U.K. 1M,United Kingdom 1-Month,uk-1-month-bond-yield,23661
united kingdom,U.K. 7Y,United Kingdom 7-Year,uk-7-year-bond-yield,23670
united states,U.S. 30Y,United States 30-Year,u.s.-30-year-bond-yield,23706
united states,U.S. 10Y,United States 10-Year,u.s.-10-year-bond-yield,23705
united states,U.S. 7Y,United States 7-Year,u.s.-7-year-bond-yield,23704
united states,U.S. 5Y,United States 5-Year,u.s.-5-year-bond-yield,23703
united states,U.S. 3Y,United States 3-Year,u.s.-3-year-bond-yield,23702
united states,U.S. 3M,United States 3-Month,u.s.-3-month-bond-yield,23698
united states,U.S. 1Y,United States 1-Year,u.s.-1-year-bond-yield,23700
united states,U.S. 6M,United States 6-Month,u.s.-6-month-bond-yield,23699
united states,U.S. 1M,United States 1-Month,u.s.-1-month-bond-yield,23697
united states,U.S. 2Y,United States 2-Year,u.s.-2-year-bond-yield,23701
vietnam,Vietnam 10Y,Vietnam 10-Year,vietnam-10-year-bond-yield,29379
vietnam,Vietnam 15Y,Vietnam 15 Year,vietnam-15-year,1141813
vietnam,Vietnam 7Y,Vietnam 7-Year,vietnam-7-year-bond-yield,29384
vietnam,Vietnam 20Y,Vietnam 20 Year,vietnam-20-year,1141814
vietnam,Vietnam 3Y,Vietnam 3-Year,vietnam-3-year-bond-yield,29382
vietnam,Vietnam 2Y,Vietnam 2-Year,vietnam-2-year-bond-yield,29381
vietnam,Vietnam 1Y,Vietnam 1-Year,vietnam-1-year-bond-yield,29380
vietnam,Vietnam 5Y,Vietnam 5-Year,vietnam-5-year-bond-yield,29383
vietnam,Vietnam 25Y,Vietnam 25 Year,vietnam-25-year,1141815
