name,tag,symbol,id,currency,status
Bitcore,bitcore,BTX,1061833,USD,available
Esportbits,,HLT,,,unavailable
OneRoot Network,oneroot-network,RNT,1094004,USD,available
Futurepia,,PIA,,,unavailable
MediShares,medishares,MDS,1061503,USD,available
Peerplays,peerplays-ppy,PPY,1061881,USD,available
Rotharium,,RTH,,,unavailable
NPCoin,,NPC,,,unavailable
Phantasma,phantasma,SOUL,1129451,USD,available
Constant,,CONST,,,unavailable
Bottos,bottos,BTO,1066719,USD,available
Global Social Chain,,GSC,,,unavailable
BlockStamp,blockstamp,BST,1153672,USD,available
ParkinGo,,GOT,,,unavailable
Lykke,lykke,LKK,1094184,USD,available
IQeon,iqeon,IQN,1152262,USD,available
Kcash,,KCASH,,,unavailable
Genaro Network,genaro-network,GNX,1061466,USD,available
Ecobit,ecobit,ECOB,1071583,USD,available
LoyalCoin,loyalcoin,LYL,1094195,USD,available
OneLedger,oneledger,OLT,1089386,USD,available
ZClassic,zclassic,ZCL,1066691,USD,available
Chromia,,CHR,,,unavailable
XYO,xyo,XYO,1094078,USD,available
Change,change,CAG,1071268,USD,available
COS,cos,COS,1072132,USD,available
Tidex Token,,TDX,,,unavailable
Cajutel,,CAJ,,,unavailable
Penta,,PNT,,,unavailable
Spendcoin,,SPND,,,unavailable
Gold Bits Coin,,GBC,,,unavailable
MVL,mvl,MVL,1089406,USD,available
Omni,omni,OMNI,1070368,USD,available
Metrix Coin,metrix-coin,MRX,1152268,USD,available
DeepOnion,deeponion,ONION,1071239,USD,available
Sentivate,,SNTVT,,,unavailable
MIR COIN,,MIR,,,unavailable
Global Cryptocurrency,,GCC,,,unavailable
Vexanium,vexanium,VEX,1097874,USD,available
Bitsdaq,,BQQQ,,,unavailable
Machine Xchange Coin,,MXC,,,unavailable
Fatcoin,,FAT,,,unavailable
Remme,remme,REM,1089389,USD,available
Bezant,bezant,BZNT,1117725,USD,available
Traceability Chain,,TAC,,,unavailable
SUQA,,SUQA,,,unavailable
Skrumble Network,skrumble-network,SKM,1088172,USD,available
Origin Sport,,ORS,,,unavailable
Giga Watt Token,giga-watt-token,WTT,1072144,USD,available
Content Neutrality Network,content-neutrality-network,CNN,1093944,USD,available
Lunyr,lunyr,LUN,1061771,USD,available
Ubricoin,,UBN,,,unavailable
PCHAIN,pchain,PI,1094110,USD,available
Omnitude,,ECOM,,,unavailable
BitcoinZ,bitcoinz,BTCZ,1066692,USD,available
Sentinel,,SENT,,,unavailable
Caspian,,CSP,,,unavailable
Primecoin,primecoin,XPM,1066690,USD,available
Nimiq,nimiq,NIM,1089741,USD,available
Asian Fintech,,AFIN,,,unavailable
NIX,,NIX,,,unavailable
Winding Tree,,LIF,,,unavailable
CloakCoin,cloakcoin,CLOAK,1061891,USD,available
ValueCyberToken,,VCT,,,unavailable
SunContract,suncontract,SNC,1061895,USD,available
Ivy,ivy,IVY,1094084,USD,available
TEMCO,,TEMCO,,,unavailable
Opacity,opacity,OPQ,1130950,USD,available
MEET.ONE,,MEETONE,,,unavailable
eosDAC,eosdac,EOSDAC,1094191,USD,available
BitDice,bitdice,CSNO,1071198,USD,available
Effect.AI,,EFX,,,unavailable
BitTube,bit-tube,TUBE,1142188,USD,available
TouchCon,,TOC,,,unavailable
PACcoin,paccoin,PAC,1061498,USD,available
LinkEye,,LET,,,unavailable
HBZ coin,hbz-coin,HBZ,1081701,USD,available
Delphy,delphy,DPY,1061541,USD,available
ShipChain,shipchain,SHIP,1077097,USD,available
Swarm,swarm-fund,SWM,1093951,USD,available
ATN,atn,ATN,1094028,USD,available
XcelToken,,XCEL,,,unavailable
Blue Whale EXchange,,BWX,,,unavailable
TE-FOOD,te-food,TFD,1089394,USD,available
Qitmeer,,HLC,,,unavailable
AI Doctor,aidoc,AIDOC,1066715,USD,available
Noku,,NOKU,,,unavailable
Kleros,kleros,PNK,1089388,USD,available
HashBX,,HBX,,,unavailable
VINchain,,VIN,,,unavailable
CanonChain,,CZR,,,unavailable
IHT Real Estate Protocol,iht-real-estate-protocol,IHT,1093935,USD,available
Callisto Network,callisto-network,CLO,1097511,USD,available
Brickblock,brickblock,BBK,1089372,USD,available
YGGDRASH,,YEED,,,unavailable
CPChain,cpchain,CPC,1094149,USD,available
LeafCoin,,LEAF,,,unavailable
NeoWorld Cash,,NASH,,,unavailable
ALIS,alis,ALIS,1071222,USD,available
Nexty,nexty,NTY,1094115,USD,available
Boolberry,boolberry,BBR,1071233,USD,available
Insights Network,,INSTAR,,,unavailable
ATLANT,atlant,ATL,1071356,USD,available
Unikoin Gold,unikoin-gold,UKG,1068610,USD,available
Lisk Machine Learning,,LML,,,unavailable
NuShares,,NSR,,,unavailable
BitBoost,bitboost,BBT,1071475,USD,available
Wings,wings,WINGS,1061526,USD,available
Ergo,,ERG,,,unavailable
Spectrecoin,spectrecoin,XSPEC,1071210,USD,available
Lendingblock,lendingblock,LND,1089384,USD,available
Flowchain,,FLC,,,unavailable
ImageCoin,,IMG,,,unavailable
X-CASH,,XCASH,,,unavailable
OKCash,okcash,OK,1070365,USD,available
BitNewChain,,BTN,,,unavailable
Hedge,hedge,HDG,1061880,USD,available
ZumCoin,,ZUM,,,unavailable
EOSDT,,EOSDT,,,unavailable
Business Credit Substitute,,BCS,,,unavailable
Colu Local Network,,CLN,,,unavailable
SDChain,,SDA,,,unavailable
Airbloc,,ABL,,,unavailable
Trade Token X,,TIOX,,,unavailable
Blocktrade Token,,BTT,,,unavailable
MultiVAC,,MTV,,,unavailable
Own,,CHX,,,unavailable
Smartlands,smartlands,SLT,1094087,USD,available
Cryptocean,,CRON,,,unavailable
FairCoin,faircoin,FAIR,1070362,USD,available
Rankingball Gold,,RBG,,,unavailable
TokenPay,tokenpay,TPAY,1094143,USD,available
COTI,,COTI,,,unavailable
DreamTeam Token,dreamteam-token,DREAM,1123290,USD,available
0Chain,0chain,ZCN,1088157,USD,available
STEM CELL COIN,,SCC,,,unavailable
BrahmaOS,,BRM,,,unavailable
Grid+,grid,GRID,1072128,USD,available
Radium,radium,RADS,1066684,USD,available
Skychain,,SKCH,,,unavailable
Apex,apex,CPX,1093960,USD,available
Substratum,substratum,SUB,1061778,USD,available
indaHash,,IDH,,,unavailable
Dynamic,dynamic,DYN,1071276,USD,available
Eden,,EDN,,,unavailable
1SG,,1SG,,,unavailable
Shift,shift,SHIFT,1061837,USD,available
Ink,ink,INK,1061505,USD,available
3DCoin,,3DC,,,unavailable
ATC Coin,atc-coin,ATCC,1096440,USD,available
Qwertycoin,,QWC,,,unavailable
Cryptaur,cryptaur,CPT,1093952,USD,available
Wowbit,,WWB,,,unavailable
YEE,yee,YEE,1066741,USD,available
GMB,,GMB,,,unavailable
WeTrust,trust,TRST,1061827,USD,available
Ulord,,UT,,,unavailable
ProChain,prochain,PRA,1061494,USD,available
DACSEE,,DACS,,,unavailable
Loopring [NEO],,LRN,,,unavailable
Cryptopay,,CPAY,,,unavailable
HoryouToken,,HYT,,,unavailable
DECENT,decent,DCT,1071169,USD,available
carVertical,carvertical,CV,1072303,USD,available
Phore,phore,PHR,1071196,USD,available
PlatonCoin,platoncoin,PLTC,1123289,USD,available
Blockport,,BPT,,,unavailable
KuboCoin,,KUBO,,,unavailable
DigitalBits,,XDB,,,unavailable
Bismuth,bismuth,BIS,1071290,USD,available
DaTa eXchange,,DTX,,,unavailable
Unibright,unibright,UBT,1089397,USD,available
NAGA,naga,NGC,1066577,USD,available
Maecenas,maecenas,ART,1071231,USD,available
GPU Coin,gpu-coin,GPU,1071661,USD,available
BANKEX,bankex,BKX,1089373,USD,available
ELA Coin,,ELAC,,,unavailable
TrueFlip,trueflip,TFL,1071334,USD,available
New Power Coin,new-power-coin,NPW,1094067,USD,available
SureRemit,sureremit,RMT,1094085,USD,available
Proton Token,proton-token,PTT,1095972,USD,available
Q DAO Governance token v1.0,,QDAO,,,unavailable
EveryCoin,,EVY,,,unavailable
MenaPay,,MPAY,,,unavailable
Primas,primas,PST,1061514,USD,available
Friendz,friends,FDZ,1117717,USD,available
HTMLCOIN,html-coin,HTML,1066562,USD,available
TurtleCoin,,TRTL,,,unavailable
Kuai Token,,KT,,,unavailable
Pascal,,PASC,,,unavailable
Covesting,covesting,COV,1094023,USD,available
Myriad,myriad,XMY,1071242,USD,available
Lamden,lamden,TAU,1089393,USD,available
ChatCoin,chatcoin,CHAT,1066720,USD,available
LikeCoin,,LIKE,,,unavailable
Rubycoin,rubycoin,RBY,1071207,USD,available
VegaWallet Token,,VGW,,,unavailable
TCASH,,TCASH,,,unavailable
MassGrid,,MGD,,,unavailable
Actinium,,ACM,,,unavailable
Fountain,,FTN,,,unavailable
Quark,quark,QRK,1071344,USD,available
PARETO Rewards,,PARETO,,,unavailable
SpankChain,spankchain,SPANK,1071186,USD,available
nOS,,NOS,,,unavailable
Kryll,,KRL,,,unavailable
I/O Coin,iocoin,IOC,1070366,USD,available
Sentient Coin,consensus,SEN,1088169,USD,available
Color Platform,,CLR,,,unavailable
CryptalDash,,CRD,,,unavailable
Fluz Fluz,fluz-fluz,FLUZ,1088170,USD,available
Sessia,,KICKS,,,unavailable
KickToken,kick-token,KICK,1061510,USD,available
Switcheo,switcheo,SWTH,1077100,USD,available
Smartshare,,SSP,,,unavailable
AMLT,,AMLT,,,unavailable
CashBet Coin,,CBC,,,unavailable
BitGreen,bitgreen,BITG,1094096,USD,available
Niobium Coin,,NBC,,,unavailable
Medicalchain,medical-chain,MTN,1116056,USD,available
CyberMusic,,CYMT,,,unavailable
PotCoin,potcoin,POT,1066663,USD,available
Happycoin,happycoin,HPC,1061894,USD,available
Fast Access Blockchain,,FAB,,,unavailable
Safe Haven,,SHA,,,unavailable
EBCoin,,EBC,,,unavailable
Beaxy,,BXY,,,unavailable
nUSD,,NUSD,,,unavailable
Neurotoken,neurotoken,NTK,1071983,USD,available
Mcashchain,,MCASH,,,unavailable
ICOS,icos,ICOS,1061898,USD,available
AmonD,,AMON,,,unavailable
EXRNchain,exrnchain,EXRN,1072166,USD,available
Diamond,diamond,DMD,1061836,USD,available
Footballcoin,,XFC,,,unavailable
Internet Node Token,internet-node-token,INT,1066726,USD,available
Plair,plair,PLA,1153671,USD,available
Bitcoin Confidential,,BC,,,unavailable
e-Gulden,e-gulden,EFL,1071335,USD,available
Moneytoken,,IMT,,,unavailable
Ampleforth,,AMPL,,,unavailable
Proxeus,,XES,,,unavailable
ugChain,ugchain,UGC,1072965,USD,available
HashCoin,,HSC,,,unavailable
Azbit,,AZ,,,unavailable
GridCoin,gridcoin,GRC,1066679,USD,available
StrongHands,stronghands,SHND,1071800,USD,available
SINOVATE,,SIN,,,unavailable
Sumokoin,sumokoin,SUMO,1071384,USD,available
Ubex,,UBEX,,,unavailable
Merculet,,MVP,,,unavailable
Coinsuper Ecosystem Network,,CEN,,,unavailable
EuropeCoin,europecoin,ERC,1071298,USD,available
EncrypGen,encrypgen,DNA,1071247,USD,available
Mooncoin,mooncoin,MOON,1071214,USD,available
Adshares,adshares,ADS,1071333,USD,available
SpaceChain,spacechain,SPC,1071967,USD,available
Beetle Coin,,BEET,,,unavailable
DAEX,daex,DAX,1093984,USD,available
Paytomat,,PTI,,,unavailable
CEEK VR,ceek-vr,CEEK,1088165,USD,available
BonusCloud,,BXC,,,unavailable
HiCoin,hicoin,XHI,1071414,USD,available
FoodCoin,,FOOD,,,unavailable
ZeuxCoin,,ZUC,,,unavailable
aXpire,axpire,AXPR,1071973,USD,available
Peculium,peculium,PCL,1088166,USD,available
Terracoin,terracoin,TRC,1071339,USD,available
Nasdacoin,nasdacoin,NSD,1117864,USD,available
CoinPoker,,CHP,,,unavailable
Humaniq,humaniq,HMQ,1071180,USD,available
W Green Pay,,WGP,,,unavailable
DECOIN,,DTEP,,,unavailable
EchoLink,,EKO,,,unavailable
Nebula AI,,NBAI,,,unavailable
NeuroChain,,NCC,,,unavailable
ALQO,alqo,XLQ,1071342,USD,available
Naka Bodhi Token,,NBOT,,,unavailable
LUXCoin,luxcoin,LUX,1071346,USD,available
Paypex,paypex,PAYX,1094201,USD,available
BOMB,,BOMB,,,unavailable
Enecuum,,ENQ,,,unavailable
PIBBLE,,PIB,,,unavailable
MonetaryUnit,monetaryunit,MUE,1070372,USD,available
CHIPS,chips,CHIPS,1071326,USD,available
Pandacoin,pandacoin-pnd,PND,1061843,USD,available
Optimal Shelf Availability Token,,OSA,,,unavailable
Edgeless,edgeless,EDG,1061813,USD,available
Mysterium,mysterium,MYST,1061516,USD,available
PIXEL,,PXL,,,unavailable
Datum,datum,DAT,1061497,USD,available
Bloom,,BLT,,,unavailable
Chronobank,chronobank,TIME,1071250,USD,available
GAMB,,GMB,,,unavailable
Cashbery Coin,,CBC,,,unavailable
Tolar,,TOL,,,unavailable
Global Awards Token,,GAT,,,unavailable
Trias,,TRY,,,unavailable
FNKOS,fnkos,FNKOS,1094076,USD,available
Hiveterminal Token,hiveterminal-token,HVN,1061846,USD,available
Insureum,,ISR,,,unavailable
QChi,,QCH,,,unavailable
Crown,crown,CRW,1070347,USD,available
NativeCoin,,N8V,,,unavailable
HitCoin,hitcoin,HTC,1071590,USD,available
FansTime,,FTI,,,unavailable
Dimecoin,dimecoin,DIME,1061788,USD,available
DEEX,deex,DEEX,1116643,USD,available
VeriCoin,vericoin,VRC,1070352,USD,available
LEOcoin,leocoin,LEO,1061830,USD,available
Torque,,XTC,,,unavailable
MidasProtocol,,MAS,,,unavailable
Orbitcoin,orbitcoin,ORB,1071386,USD,available
Open Platform,,OPEN,,,unavailable
PetroDollar,,XPD,,,unavailable
MARK.SPACE,,MRK,,,unavailable
Winco,winco,WCO,1073495,USD,available
Rapids,,RPD,,,unavailable
NOIA Network,,NOIA,,,unavailable
CargoX,,CXO,,,unavailable
TrueFeedBack,,TFB,,,unavailable
SolarCoin,solarcoin,SLR,1071216,USD,available
PTON,,PTON,,,unavailable
Pinkcoin,pinkcoin,PINK,1066686,USD,available
Semux,,SEM,,,unavailable
Stronghold Token,,SHX,,,unavailable
Zero,zero,ZER,1071420,USD,available
RedFOX Labs,,RFOX,,,unavailable
IG Gold,,IGG,,,unavailable
Rate3,,RTE,,,unavailable
TRONCLASSIC,,TRXC,,,unavailable
Education Ecosystem,,LEDU,,,unavailable
Zeepin,zeepin,ZPT,1094185,USD,available
Bean Cash,bean-cash,BITB,1071235,USD,available
Circuits of Value,circuits-of-value,COVAL,1071234,USD,available
Primalbase Token,primalbase,PBT,1071289,USD,available
Hyper Speed Network,,HSN,,,unavailable
Sphere,sphere,SPHR,1071240,USD,available
Expanse,expanse,EXP,1071208,USD,available
Curecoin,curecoin,CURE,1071249,USD,available
Cloudbric,,CLB,,,unavailable
Ethorse,,HORSE,,,unavailable
WeShow Token,,WET,,,unavailable
Dignity,dignity,DIG,1061828,USD,available
Observer,,OBSR,,,unavailable
Zoin,zoin,ZOI,1071375,USD,available
FuzeX,fuzex,FXT,1094248,USD,available
Nework,,NKC,,,unavailable
Shorty,shorty,SHORTY,1071591,USD,available
UNIVERSAL CASH,ucash,UCASH,1064310,USD,available
STK,stk,STK,1071980,USD,available
CanYaCoin,canyacoin,CAN,1071956,USD,available
Mindexcoin,mindexcoin,MIC,1097518,USD,available
Kambria,,KAT,,,unavailable
Linker Coin,,LNC,,,unavailable
GoNetwork,gonetwork,GOT,1089381,USD,available
Spiking,,SPIKE,,,unavailable
Howdoo,,UDOO,,,unavailable
Presearch,presearch,PRE,1071201,USD,available
Spectre.ai Utility Token,,SXUT,,,unavailable
SafeCoin,safecoin,SAFE,1071878,USD,available
WinStars.live,,WNL,,,unavailable
Mozo Token,,MOZO,,,unavailable
Waves Community Token,waves-community-token,WCT,1071205,USD,available
Cardstack,cardstack,CARD,1089374,USD,available
BOOM,,BOOM,,,unavailable
Ethbits,ethbits,ETBS,1071596,USD,available
Conceal,,CCX,,,unavailable
Hexx,hexx,HXX,1071665,USD,available
Labh Coin,,LABH,,,unavailable
Alphacat,alphacat,ACAT,1075609,USD,available
SIBCoin,sibcoin,SIB,1070364,USD,available
ZPER,zper,ZPR,1093958,USD,available
DOS Network,,DOS,,,unavailable
Nuggets,,NUG,,,unavailable
Mallcoin,,MLC,,,unavailable
MobileGo,mobilego,MGO,1061817,USD,available
Starta,starta,STA,1071357,USD,available
Elite,1337coin,1337,1071369,USD,available
Snovian.Space,snov,SNOV,1061901,USD,available
Lition,,LIT,,,unavailable
Colossuscoin V2,colossuscoin-v2,CV2,1071585,USD,available
Unification,,UND,,,unavailable
MESG,,MESG,,,unavailable
Carboneum [C8] Token,,C8,,,unavailable
Sakura Bloom,sakura-bloom,SKB,1094027,USD,available
Teloscoin,,TELOS,,,unavailable
Blockchain Certified Data Token,,BCDT,,,unavailable
COVA,,COVA,,,unavailable
ebakus,,EBK,,,unavailable
Ferrum Network,,FRM,,,unavailable
Swisscoin,,SIC,,,unavailable
BitCrystals,bitcrystals,BCY,1071245,USD,available
ADAMANT Messenger,,ADM,,,unavailable
Infinitecoin,,IFC,,,unavailable
Breakout,breakout,BRK,1071263,USD,available
Alpha Token,,A,,,unavailable
MetalCoin,metalcoin,METAL,1071593,USD,available
XEL,xel,XEL,1071188,USD,available
Verasity,,VRA,,,unavailable
SelfSell,,SSC,,,unavailable
42-coin,42-coin,42,1061900,USD,available
GeoCoin,geocoin,GEO,1071312,USD,available
CVCoin,,CVN,,,unavailable
Aventus,aventus,AVT,1061504,USD,available
Golos,golos,GOLOS,1071197,USD,available
NewYorkCoin,newyorkcoin,NYC,1061773,USD,available
Zen Protocol,,ZP,,,unavailable
Novacoin,novacoin,NVC,1061849,USD,available
Maverick Chain,,MVC,,,unavailable
DABANKING,,DAB,,,unavailable
Bitcoin Plus,bitcoin-plus,XBC,1066687,USD,available
FREE Coin,,FREE,,,unavailable
E-coin,e-coin,ECN,1071219,USD,available
Webflix Token,,WFX,,,unavailable
Pluton,,PLU,,,unavailable
Bullion,bullion,CBX,1086969,USD,available
OracleChain,oraclechain,OCT,1072189,USD,available
Sharder,sharder,SS,1089392,USD,available
Uquid Coin,uquid-coin,UQC,1061786,USD,available
Coineal Token,,NEAL,,,unavailable
Iconiq Lab Token,,ICNQ,,,unavailable
X8X Token,x8x-token,X8X,1072123,USD,available
Hxro,,HXRO,,,unavailable
SafeInsure,safeinsure,SINS,1141241,USD,available
Cruisebit,,CRBT,,,unavailable
UNICORN Token,,UNI,,,unavailable
NuBits,nubits,USNBT,1071450,USD,available
VouchForMe,,IPL,,,unavailable
Prometeus,,PROM,,,unavailable
RevolutionVR,,RVR,,,unavailable
Zilla,,ZLA,,,unavailable
Xriba,,XRA,,,unavailable
Bitpark Coin,bitpark-coin,BPC,1071601,USD,available
Blue Protocol,ethereum-blue,BLUE,1071262,USD,available
Bitcoin Atom,bitcoin-atom,BCA,1066717,USD,available
Quasarcoin,,QAC,,,unavailable
ESBC,,ESBC,,,unavailable
HempCoin,hempcoin,THC,1071195,USD,available
Atomic Wallet Coin,,AWC,,,unavailable
Amon,,AMN,,,unavailable
HOLD,,HOLD,,,unavailable
Digital Insurance Token,,DIT,,,unavailable
Stox,stox,STX,1061800,USD,available
FLIP,,FLP,,,unavailable
Uniform Fiscal Object,uniform-fiscal-object,UFO,1071343,USD,available
Vodi X,,VDX,,,unavailable
FintruX Network,,FTX,,,unavailable
qiibee,,QBX,,,unavailable
Ormeus Coin,ormeus-coin,ORMEUS,1061840,USD,available
AC3,,AC3,,,unavailable
CrypticCoin,,CRYP,,,unavailable
DecentBet,decent-bet,DBET,1071267,USD,available
ICE ROCK MINING,,ROCK2,,,unavailable
Trinity Network Credit,trinity-network-credit,TNC,1066760,USD,available
Bitcoin Interest,bitcoin-interest,BCI,1081698,USD,available
Catex Token,,CATT,,,unavailable
WhiteCoin,whitecoin,XWC,1061507,USD,available
Matryx,,MTX,,,unavailable
GoldCoin,goldcoin,GLC,1071295,USD,available
Atlantis Blue Digital Token,,ABDT,,,unavailable
Bitcoin Private,bitcoin-private,BTCP,1075488,USD,available
BridgeCoin,bridgecoin,BCO,1066678,USD,available
HashNet BitEco,,HNB,,,unavailable
Thrive Token,,THRT,,,unavailable
DomRaider,domraider,DRT,1071228,USD,available
Coinvest,,COIN,,,unavailable
Cappasity,cappasity,CAPP,1071782,USD,available
Next.exchange,,NEXT,,,unavailable
Vetri,,VLD,,,unavailable
Aston,aston,ATX,1094131,USD,available
Zebi,zebi,ZCO,1088162,USD,available
Swarm City,swarm-city,SWT,1071220,USD,available
Hush,hush,HUSH,1061808,USD,available
Karma,,KRM,,,unavailable
Knoxstertoken,,FKX,,,unavailable
WOLLO,,WLO,,,unavailable
SophiaTX,sophiatx,SPHTX,1066705,USD,available
win.win,,TWINS,,,unavailable
KARMA,,KARMA,,,unavailable
Upfiring,upfiring,UFR,1071449,USD,available
CoinUs,,CNUS,,,unavailable
SURETY,,SURE,,,unavailable
UpToken,,UP,,,unavailable
Hacken,hacken,HKN,1071960,USD,available
Faceter,,FACE,,,unavailable
Pirl,pirl,PIRL,1071318,USD,available
WebDollar,,WEBD,,,unavailable
COPYTRACK,,CPY,,,unavailable
DATx,,DATX,,,unavailable
LIFE,life,LIFE,1071349,USD,available
Ixcoin,ixcoin,IXC,1071587,USD,available
HEAT,,HEAT,,,unavailable
CryptoPing,cryptoping,PING,1071338,USD,available
Experience Points,experience-points,XP,1064945,USD,available
StakeCubeCoin,,SCC,,,unavailable
AICHAIN,,AIT,,,unavailable
Bittwatt,,BWT,,,unavailable
Solaris,solaris,XLR,1071380,USD,available
SPINDLE,spindle,SPD,1094068,USD,available
QuadrantProtocol,,EQUAD,,,unavailable
RED,,RED,,,unavailable
MTC Mesh Network,,MTC,,,unavailable
DNotes,dnotes,NOTE,1066693,USD,available
CoinJanitor,coin-janitor,JAN,1153142,USD,available
0xBitcoin,0xbtc,0xBTC,1141244,USD,available
iEthereum,iethereum,IETH,1061835,USD,available
Debitum,,DEB,,,unavailable
BiblePay,,BBP,,,unavailable
Swace,,SWACE,,,unavailable
Tarush,,TAS,,,unavailable
Karbo,karbo,KRB,1061852,USD,available
Qbao,qbao,QBT,1061515,USD,available
Liquidity Network,,LQD,,,unavailable
LNX Protocol,lnx-protocol,LNX,1152966,USD,available
Internxt,internxt,INXT,1071336,USD,available
Birdchain,,BIRD,,,unavailable
ATMChain,attention-token-of-media,ATM,1061790,USD,available
Stress,stress,STS,1071603,USD,available
ION,ion,ION,1066673,USD,available
RightMesh,,RMESH,,,unavailable
Fortuna,fortuna,FOTA,1093953,USD,available
Vipstar Coin,,VIPS,,,unavailable
Dinastycoin,dinastycoin,DCY,1071592,USD,available
Typerium,,TYPE,,,unavailable
Trittium,,TRTT,,,unavailable
CREA,crea,CREA,1071324,USD,available
Shivom,,OMX,,,unavailable
Pesetacoin,pesetacoin,PTC,1071273,USD,available
Patientory,patientory,PTOY,1061820,USD,available
AidCoin,,AID,,,unavailable
Rivetz,rivetz,RVT,1071229,USD,available
Cubiex,,CBIX,,,unavailable
ShadowCash,shadowcash,SDC,1071584,USD,available
Auroracoin,auroracoin,AUR,1071253,USD,available
Denarius,denarius-dnr,D,1071421,USD,available
Bitfex,,BFX,,,unavailable
Espers,espers,ESP,1071365,USD,available
Bounty0x,bounty0x,BNTY,1061540,USD,available
Electrify.Asia,electrifyasia,ELEC,1123871,USD,available
Vezt,,VZT,,,unavailable
DCORP Utility,drp-utility,DRPU,1071283,USD,available
Silent Notary,silent-notary,SNTR,1089391,USD,available
Monkey Project,monkey-project,MONK,1071544,USD,available
Zap,zap,ZAP,1071970,USD,available
Titan Coin,,TTN,,,unavailable
savedroid,,SVD,,,unavailable
White Standard,,WSD,,,unavailable
Trollcoin,trollcoin,TROLL,1071413,USD,available
Graviocoin,,GIO,,,unavailable
RSK Smart Bitcoin,,RBTC,,,unavailable
Storeum,,STO,,,unavailable
JET8,jet8,J8T,1072237,USD,available
Acute Angle Cloud,acute-angle-cloud,AAC,1066714,USD,available
REAL,real,REAL,1072126,USD,available
Soverain,,SOVE,,,unavailable
Block-Chain.com,,BC,,,unavailable
CoinFi,coinfi,COFI,1107545,USD,available
Vision Industry Token,,VIT,,,unavailable
TraDove B2BCoin,b2bcoin,BBC,1094070,USD,available
SwagBucks,swagbucks,BUCKS,1071610,USD,available
NOW Token,,NOW,,,unavailable
Lobstex,,LOBS,,,unavailable
NoLimitCoin,nolimitcoin,NLC2,1071168,USD,available
OWNDATA,,OWN,,,unavailable
ExclusiveCoin,exclusivecoin,EXCL,1071284,USD,available
Ifoods Chain,,IFOOD,,,unavailable
B3Coin,b3coin,KB3,1071744,USD,available
Bitcoin CZ,,BCZ,,,unavailable
StarCoin,,KST,,,unavailable
Connect Coin,,XCON,,,unavailable
Kolion,,KLN,,,unavailable
Crypto Sports,,CSPN,,,unavailable
Swap,swap,XWP,1123933,USD,available
EvenCoin,evencoin,EVN,1117895,USD,available
Essentia,essentia,ESS,1089377,USD,available
Sapien,,SPN,,,unavailable
Project WITH,,WIKEN,,,unavailable
CannabisCoin,cannabiscoin,CANN,1071314,USD,available
Relex,,RLX,,,unavailable
Vanta Network,,VNT,,,unavailable
GoldMint,goldmint,MNTP,1076879,USD,available
ParallelCoin,parallelcoin,DUO,1071656,USD,available
SnowGem,,XSG,,,unavailable
C2C System,,C2C,,,unavailable
Lunes,,LUNES,,,unavailable
Nestree,,EGG,,,unavailable
DubaiCoin,dubaicoin-dbix,DBIX,1071288,USD,available
Banca,banca,BANCA,1088158,USD,available
Safex Cash,,SFX,,,unavailable
Zippie,,ZIPT,,,unavailable
Sentinel Chain,,SENC,,,unavailable
Ubcoin Market,,UBC,,,unavailable
HEROcoin,,PLAY,,,unavailable
BitDegree,bitdegree,BDG,1071982,USD,available
OBITS,obits,OBITS,1061892,USD,available
Masari,,MSR,,,unavailable
Musicoin,musicoin,MUSIC,1071244,USD,available
DPRating,,RATING,,,unavailable
Motocoin,motocoin,MOTO,1071740,USD,available
Nerves,,NER,,,unavailable
Seal Network,,SEAL,,,unavailable
Birake,,BIR,,,unavailable
Zeusshield,zeusshield,ZSC,1061485,USD,available
Gems,,GEM,,,unavailable
ToaCoin,toacoin,TOA,1071265,USD,available
Asgard,,ASG,,,unavailable
Eristica,,ERT,,,unavailable
WayGuide,wayguide,WAY,1071609,USD,available
Nerva,,XNV,,,unavailable
VeriumReserve,veriumreserve,VRM,1071331,USD,available
Qredit,,XQR,,,unavailable
MinexCoin,minexcoin,MNX,1061819,USD,available
SmileyCoin,,SMLY,,,unavailable
TeslaCoin,teslacoin,TES,1071463,USD,available
KAASO,,KAASO,,,unavailable
Raven Protocol,,RAVEN,,,unavailable
Membrana,,MBN,,,unavailable
Flixxo,flixxo,FLIXX,1071310,USD,available
Hero,,HERO,,,unavailable
Globatalent,,GBT,,,unavailable
OLXA,,OLXA,,,unavailable
FarmaTrust,,FTT,,,unavailable
eXPerience Chain,,XPC,,,unavailable
Max Property Group,,MPG,,,unavailable
Experty,,EXY,,,unavailable
Serve,,SERV,,,unavailable
PHI Token,,PHI,,,unavailable
BitCash,,BITC,,,unavailable
Datawallet,,DXT,,,unavailable
ZEON,,ZEON,,,unavailable
adbank,,ADB,,,unavailable
Ryo Currency,ryo-currency,RYO,1142187,USD,available
ONOToken,,ONOT,,,unavailable
Mao Zedong,mao-zedong,MAO,1071444,USD,available
VisionX,,VNX,,,unavailable
Graft,graft,GRFT,1080146,USD,available
ZMINE,,ZMN,,,unavailable
BUZZCoin,buzzcoin,BUZZ,1071381,USD,available
Mercury,mercury,MER,1070358,USD,available
Playkey,playkey,PKT,1071799,USD,available
Energo,energo,TSL,1061512,USD,available
BitTokens,bittokens,BXT,1071483,USD,available
Rise,rise,RISE,1070359,USD,available
Coin Lion,coin-lion,LION,1096585,USD,available
Alchemint Standards,,SDS,,,unavailable
